TAXON_NAME,SPCODE,REGION,OBS_YEAR,TAXAGROUP
Echinopora gemmacea,EGEM,PRIAs,2015,SPECIES
Echinopora lamellosa,ELAM,PRIAs,2015,SPECIES
Favia matthaii,FMAT,PRIAs,2015,SPECIES
Favia stelligera,FSTE,PRIAs,2015,SPECIES
Galaxea astreata,GAAS,PRIAs,2015,SPECIES
Goniastrea edwardsi,GEDW,PRIAs,2015,SPECIES
Galaxea fascicularis,GFAS,PRIAs,2015,SPECIES
Goniastrea pectinata,GPEC,PRIAs,2015,SPECIES
Gardinoseris planulata,GPLA,PRIAs,2015,SPECIES
Goniastrea retiformis,GRET,PRIAs,2015,SPECIES
Heliopora coerula,HCOE,PRIAs,2015,SPECIES
Hydnophora exesa,HEXE,PRIAs,2015,SPECIES
Hydnophora microconnos,HMIC,PRIAs,2015,SPECIES
Hydnophora rigida,HRIG,PRIAs,2015,SPECIES
Leptastrea bewickensis,LBEW,PRIAs,2015,SPECIES
Leptoseris incrustans,LINC,PRIAs,2015,SPECIES
Leptoseris myceteroides,LMYC,PRIAs,2015,SPECIES
Leptoria phyrgia,LPHY,PRIAs,2015,SPECIES
Leptastrea pruinosa,LPRU,PRIAs,2015,SPECIES
Leptastrea purpurea,LPUR,PRIAs,2015,SPECIES
Leptastrea transversa,LTRA,PRIAs,2015,SPECIES
Merulina ampliata,MAMP,PRIAs,2015,SPECIES
Montipora caliculata,MCAL,PRIAs,2015,SPECIES
Montastraea curta,MCUR,PRIAs,2015,SPECIES
Montipora incrassata,MINC,PRIAs,2015,SPECIES
Merulina scabricula,MSCA,PRIAs,2015,SPECIES
Montastraea valenciennesi,MVAL,PRIAs,2015,SPECIES
Pavona cf chiriquiensis,PCHI,PRIAs,2015,SPECIES
Porites cylindrica,PCYL,PRIAs,2015,SPECIES
Pocillopora damicornis,PDAM,PRIAs,2015,SPECIES
Pocillopora danae,PDAN,PRIAs,2015,SPECIES
Pavona diffluens,PDIF,PRIAs,2015,SPECIES
Pavona duerdeni,PDUE,PRIAs,2015,SPECIES
Pocillopora eydouxi,PEYD,PRIAs,2015,SPECIES
Psammocora haimeana,PHAI,PRIAs,2015,SPECIES
Porites horizontalata,PHOR,PRIAs,2015,SPECIES
Platygyra daedalea,PLDA,PRIAs,2015,SPECIES
Porites lichen,PLIC,PRIAs,2015,SPECIES
Porites lobata,PLOB,PRIAs,2015,SPECIES
Porites lutea,PLUT,PRIAs,2015,SPECIES
Plesiastrea versipora,PLVE,PRIAs,2015,SPECIES
Pavona maldivensis,PMAL,PRIAs,2015,SPECIES
Pocillopora meandrina,PMEA,PRIAs,2015,SPECIES
Porites monticulosa,PMON,PRIAs,2015,SPECIES
Psammocora nierstraszi,PNIE,PRIAs,2015,SPECIES
Platygyra pini,PPIN,PRIAs,2015,SPECIES
Pachyseris rugosa,PRUG,PRIAs,2015,SPECIES
Porites rus,PRUS,PRIAs,2015,SPECIES
Porites solida,PSOL,PRIAs,2015,SPECIES
Psammocora stellata,PSTE,PRIAs,2015,SPECIES
Pavona varians,PVAR,PRIAs,2015,SPECIES
Pavona venosa,PVEN,PRIAs,2015,SPECIES
Pocillopora woodjonesi,PWOO,PRIAs,2015,SPECIES
Scapophyllia cylindrica,SCYL,PRIAs,2015,SPECIES
Stylophora pistillata,SPIS,PRIAs,2015,SPECIES
Turbinaria mesenterina,TMES,PRIAs,2015,SPECIES
Turbinaria peltata,TPEL,PRIAs,2015,SPECIES
Turbinaria reniformis,TREN,PRIAs,2015,SPECIES
Turbinaria stellulata,TSTE,PRIAs,2015,SPECIES
Unknown Scleractinian,UNKN,PRIAs,2015,SPECIES
Acanthastrea spp.,ACAS,PRIAs,2016,GENUS
Acropora sp.,ACSP,PRIAs,2016,GENUS
Astreopora spp.,ASSP,PRIAs,2016,GENUS
Astrea sp.,ASTS,PRIAs,2016,GENUS
Cyphastrea spp.,CYPS,PRIAs,2016,GENUS
Cycloseris spp.,CYSP,PRIAs,2016,GENUS
Echinophyllia spp.,ECHL,PRIAs,2016,GENUS
Echinopora spp.,ECHP,PRIAs,2016,GENUS
Favia spp.,FASP,PRIAs,2016,GENUS
Favites spp.,FAVS,PRIAs,2016,GENUS
Fungia spp.,FUSP,PRIAs,2016,GENUS
Goniastrea spp.,GONS,PRIAs,2016,GENUS
Hydnophora spp.,HYSP,PRIAs,2016,GENUS
Isopora spp.,ISSP,PRIAs,2016,GENUS
Leptastrea spp.,LEPT,PRIAs,2016,GENUS
Leptoseris spp.,LESP,PRIAs,2016,GENUS
Millepora sp,MISP,PRIAs,2016,GENUS
Montipora sp.,MOSP,PRIAs,2016,GENUS
Oulophyllia spp.,OUSP,PRIAs,2016,GENUS
Parascolymia,PARA,PRIAs,2016,GENUS
Pavona sp.,PAVS,PRIAs,2016,GENUS
Phymastrea sp.,PHSP,PRIAs,2016,GENUS
Platygyra spp.,PLSP,PRIAs,2016,GENUS
Pocillopora spp.,POCS,PRIAs,2016,GENUS
Porites spp.,POSP,PRIAs,2016,GENUS
Psammorcora spp.,PSSP,PRIAs,2016,GENUS
Sandalolitha spp.,SASP,PRIAs,2016,GENUS
Scapophyllia sp,SCAS,PRIAs,2016,GENUS
Stylocoeniellla spp.,STSP,PRIAs,2016,GENUS
Stylophora spp.,STYS,PRIAs,2016,GENUS
Symphyllia spp.,SYSP,PRIAs,2016,GENUS
Turbinaria spp.,TURS,PRIAs,2016,GENUS
Tubastrea spp.,TUSP,PRIAs,2016,GENUS
Acanthastrea brevis,ABRE,PRIAs,2016,SPECIES
Astrea curta,ACUR,PRIAs,2016,SPECIES
Acanthastrea echinata,AECH,PRIAs,2016,SPECIES
Astreopora listeri,ALIS,PRIAs,2016,SPECIES
Astreopora myriophthalma,AMYR,PRIAs,2016,SPECIES
Echinopora lamellosa,ELAM,PRIAs,2016,SPECIES
Favites abdita,FABD,PRIAs,2016,SPECIES
Favia matthaii,FMAT,PRIAs,2016,SPECIES
Fungia scutaria,FSCU,PRIAs,2016,SPECIES
Favia stelligera,FSTE,PRIAs,2016,SPECIES
Goniastrea edwardsi,GEDW,PRIAs,2016,SPECIES
Goniastrea pectinata,GPEC,PRIAs,2016,SPECIES
Goniastrea retiformis,GRET,PRIAs,2016,SPECIES
Hydnophora exesa,HEXE,PRIAs,2016,SPECIES
Hydnophora microconos,HMIC,PRIAs,2016,SPECIES
Leptoseris incrustans,LINC,PRIAs,2016,SPECIES
Leptoseris mycetoseroides,LMYC,PRIAs,2016,SPECIES
Leptastrea pruinosa,LPRU,PRIAs,2016,SPECIES
Leptastrea purpurea,LPUR,PRIAs,2016,SPECIES
Leptastrea transversa,LTRA,PRIAs,2016,SPECIES
Montipora caliculata,MCAL,PRIAs,2016,SPECIES
Montipora incrassata,MINC,PRIAs,2016,SPECIES
Pavona chiriquiensis,PCHI,PRIAs,2016,SPECIES
Pocillopora damicornis,PDAM,PRIAs,2016,SPECIES
Pavona duerdeni,PDUE,PRIAs,2016,SPECIES
Pocillopora grandis,PGRA,PRIAs,2016,SPECIES
Platygyra daedalea,PLDA,PRIAs,2016,SPECIES
Porites lobata,PLOB,PRIAs,2016,SPECIES
Pavona maldivensis,PMAL,PRIAs,2016,SPECIES
Pocillopora meandrina,PMEA,PRIAs,2016,SPECIES
Porites monticulosa,PMON,PRIAs,2016,SPECIES
Psammocora nierstraszi,PNIE,PRIAs,2016,SPECIES
Psammocora profundacella,PPRO,PRIAs,2016,SPECIES
Porites rus,PRUS,PRIAs,2016,SPECIES
Phymastrea valenciennesi,PVAL,PRIAs,2016,SPECIES
Pavona varians,PVAR,PRIAs,2016,SPECIES
Pocillopora verrucosa,PVER,PRIAs,2016,SPECIES
Scapophyllia cylindrica,SCYL,PRIAs,2016,SPECIES
Stylophora pistillata,SPIS,PRIAs,2016,SPECIES
Unknown Scleractinian,UNKN,PRIAs,2016,SPECIES
Acanthastrea spp.,ACAS,PRIAs,2017,GENUS
Acropora sp.,ACSP,PRIAs,2017,GENUS
Astreopora spp.,ASSP,PRIAs,2017,GENUS
Astrea sp.,ASTS,PRIAs,2017,GENUS
Cyphastrea spp.,CYPS,PRIAs,2017,GENUS
Cycloseris spp.,CYSP,PRIAs,2017,GENUS
Echinophyllia spp.,ECHL,PRIAs,2017,GENUS
Echinopora spp.,ECHP,PRIAs,2017,GENUS
Favia spp.,FASP,PRIAs,2017,GENUS
Favites spp.,FAVS,PRIAs,2017,GENUS
Fungia spp.,FUSP,PRIAs,2017,GENUS
Goniastrea spp.,GONS,PRIAs,2017,GENUS
Hydnophora spp.,HYSP,PRIAs,2017,GENUS
Isopora spp.,ISSP,PRIAs,2017,GENUS
Leptastrea spp.,LEPT,PRIAs,2017,GENUS
Leptoseris spp.,LESP,PRIAs,2017,GENUS
Millepora sp,MISP,PRIAs,2017,GENUS
Montipora sp.,MOSP,PRIAs,2017,GENUS
Oulophyllia spp.,OUSP,PRIAs,2017,GENUS
Parascolymia,PARA,PRIAs,2017,GENUS
Pavona sp.,PAVS,PRIAs,2017,GENUS
Phymastrea sp.,PHSP,PRIAs,2017,GENUS
Platygyra spp.,PLSP,PRIAs,2017,GENUS
Pocillopora spp.,POCS,PRIAs,2017,GENUS
Porites spp.,POSP,PRIAs,2017,GENUS
Psammorcora spp.,PSSP,PRIAs,2017,GENUS
Sandalolitha spp.,SASP,PRIAs,2017,GENUS
Scapophyllia sp,SCAS,PRIAs,2017,GENUS
Stylocoeniellla spp.,STSP,PRIAs,2017,GENUS
Stylophora spp.,STYS,PRIAs,2017,GENUS
Symphyllia spp.,SYSP,PRIAs,2017,GENUS
Turbinaria spp.,TURS,PRIAs,2017,GENUS
Tubastrea spp.,TUSP,PRIAs,2017,GENUS
Acanthastrea brevis,ABRE,PRIAs,2017,SPECIES
Astrea curta,ACUR,PRIAs,2017,SPECIES
Acanthastrea echinata,AECH,PRIAs,2017,SPECIES
Astreopora listeri,ALIS,PRIAs,2017,SPECIES
Astreopora myriophthalma,AMYR,PRIAs,2017,SPECIES
Echinopora lamellosa,ELAM,PRIAs,2017,SPECIES
Favites abdita,FABD,PRIAs,2017,SPECIES
Favia matthaii,FMAT,PRIAs,2017,SPECIES
Fungia scutaria,FSCU,PRIAs,2017,SPECIES
Favia stelligera,FSTE,PRIAs,2017,SPECIES
Goniastrea edwardsi,GEDW,PRIAs,2017,SPECIES
Goniastrea pectinata,GPEC,PRIAs,2017,SPECIES
Goniastrea retiformis,GRET,PRIAs,2017,SPECIES
Hydnophora exesa,HEXE,PRIAs,2017,SPECIES
Hydnophora microconos,HMIC,PRIAs,2017,SPECIES
Leptoseris incrustans,LINC,PRIAs,2017,SPECIES
Leptoseris mycetoseroides,LMYC,PRIAs,2017,SPECIES
Leptastrea pruinosa,LPRU,PRIAs,2017,SPECIES
Leptastrea purpurea,LPUR,PRIAs,2017,SPECIES
Leptastrea transversa,LTRA,PRIAs,2017,SPECIES
Montipora caliculata,MCAL,PRIAs,2017,SPECIES
Montipora incrassata,MINC,PRIAs,2017,SPECIES
Pavona chiriquiensis,PCHI,PRIAs,2017,SPECIES
Pocillopora damicornis,PDAM,PRIAs,2017,SPECIES
Pavona duerdeni,PDUE,PRIAs,2017,SPECIES
Pocillopora grandis,PGRA,PRIAs,2017,SPECIES
Platygyra daedalea,PLDA,PRIAs,2017,SPECIES
Porites lobata,PLOB,PRIAs,2017,SPECIES
Pavona maldivensis,PMAL,PRIAs,2017,SPECIES
Pocillopora meandrina,PMEA,PRIAs,2017,SPECIES
Porites monticulosa,PMON,PRIAs,2017,SPECIES
Psammocora nierstraszi,PNIE,PRIAs,2017,SPECIES
Psammocora profundacella,PPRO,PRIAs,2017,SPECIES
Porites rus,PRUS,PRIAs,2017,SPECIES
Phymastrea valenciennesi,PVAL,PRIAs,2017,SPECIES
Pavona varians,PVAR,PRIAs,2017,SPECIES
Pocillopora verrucosa,PVER,PRIAs,2017,SPECIES
Scapophyllia cylindrica,SCYL,PRIAs,2017,SPECIES
Stylophora pistillata,SPIS,PRIAs,2017,SPECIES
Unknown Scleractinian,UNKN,PRIAs,2017,SPECIES
Acanthastrea,ACAS,PRIAs,2018,GENUS
Acropora,ACSP,PRIAs,2018,GENUS
Alveopora,ALSP,PRIAs,2018,GENUS
Astreopora,ASSP,PRIAs,2018,GENUS
Caulastrea,CASP,PRIAs,2018,GENUS
Coeloseris,COES,PRIAs,2018,GENUS
Coscinaraea,COSP,PRIAs,2018,GENUS
Ctenactis,CTSP,PRIAs,2018,GENUS
Cycloseris,CYPS,PRIAs,2018,GENUS
Cyphastrea,CYSP,PRIAs,2018,GENUS
Diploastrea,DISP,PRIAs,2018,GENUS
Echinophyllia,ECHL,PRIAs,2018,GENUS
Echinopora,ECHP,PRIAs,2018,GENUS
Euphyllia,EUSP,PRIAs,2018,GENUS
Favia,FASP,PRIAs,2018,GENUS
Favites,FAVS,PRIAs,2018,GENUS
Fungia,FUSP,PRIAs,2018,GENUS
Gardineroseris,GARS,PRIAs,2018,GENUS
Galaxea,GASP,PRIAs,2018,GENUS
Goniastrea,GONS,PRIAs,2018,GENUS
Goniopora,GOSP,PRIAs,2018,GENUS
Halomitra,HASP,PRIAs,2018,GENUS
Herpolitha,HERS,PRIAs,2018,GENUS
Heliopora,HESP,PRIAs,2018,GENUS
Hydnophora,HYSP,PRIAs,2018,GENUS
Isopora ,ISSP,PRIAs,2018,GENUS
Leptoria,LEPS,PRIAs,2018,GENUS
Leptastrea,LEPT,PRIAs,2018,GENUS
Leptoseris,LESP,PRIAs,2018,GENUS
Lobophyllia,LOBS,PRIAs,2018,GENUS
Merulina,MESP,PRIAs,2018,GENUS
Millepora,MISP,PRIAs,2018,GENUS
Montastrea,MONS,PRIAs,2018,GENUS
Montipora,MOSP,PRIAs,2018,GENUS
Mycedium,MYSP,PRIAs,2018,GENUS
Oulophyllia,OUSP,PRIAs,2018,GENUS
Oxypora,OXSP,PRIAs,2018,GENUS
Pachyseris,PACS,PRIAs,2018,GENUS
Pavona,PAVS,PRIAs,2018,GENUS
Plesiastrea,PLES,PRIAs,2018,GENUS
Platygyra,PLSP,PRIAs,2018,GENUS
Pocillopora,POCS,PRIAs,2018,GENUS
Porites,POSP,PRIAs,2018,GENUS
Psammocora,PSSP,PRIAs,2018,GENUS
Sandalolitha sp.,SASP,PRIAs,2018,GENUS
Scapophyllia,SCAS,PRIAs,2018,GENUS
Stylocoeniella,STSP,PRIAs,2018,GENUS
Stylophora,STYS,PRIAs,2018,GENUS
Symphyllia,SYSP,PRIAs,2018,GENUS
Turbinaria,TURS,PRIAs,2018,GENUS
Tubastrea,TUSP,PRIAs,2018,GENUS
Acropora abrotanoides,AABR,PRIAs,2018,SPECIES
Astrea curta,ACUR,PRIAs,2018,SPECIES
Acropora intermedia,AINT,PRIAs,2018,SPECIES
Astreopora listeri,ALIS,PRIAs,2018,SPECIES
Astreopora myriophthalma,AMYR,PRIAs,2018,SPECIES
Coscinaraea columna,CCOL,PRIAs,2018,SPECIES
Coscinaraea exesa,CEXE,PRIAs,2018,SPECIES
Coeloseris mayeri,CMAY,PRIAs,2018,SPECIES
Diploastrea heliopora,DHEL,PRIAs,2018,SPECIES
Goniastrea edwardsi,GEDW,PRIAs,2018,SPECIES
Galaxea fascicularis,GFAS,PRIAs,2018,SPECIES
Goniastrea pectinata,GPEC,PRIAs,2018,SPECIES
Gardineroseris planulata,GPLA,PRIAs,2018,SPECIES
Hydnophora exesa,HEXE,PRIAs,2018,SPECIES
Hydnophora microconos,HMIC,PRIAs,2018,SPECIES
Hydnophora rigida,HRIG,PRIAs,2018,SPECIES
Isopora crateriformis,ICRA,PRIAs,2018,SPECIES
Isopora palifera,IPAL,PRIAs,2018,SPECIES
Leptoseris incrustans,LINC,PRIAs,2018,SPECIES
Leptoseris mycetoseroides,LMYC,PRIAs,2018,SPECIES
Leptoria phrygia,LPHY,PRIAs,2018,SPECIES
Merulina ampliata,MAMP,PRIAs,2018,SPECIES
Mycedium elephantotus,MELE,PRIAs,2018,SPECIES
Merulina scabricula,MSCA,PRIAs,2018,SPECIES
Psammocora cactus,PCAC,PRIAs,2018,SPECIES
Pavona chiriquiensis,PCHI,PRIAs,2018,SPECIES
Podabacia crustacea,PCRU,PRIAs,2018,SPECIES
Porites cylindrica,PCYL,PRIAs,2018,SPECIES
Pocillopora damicornis,PDAM,PRIAs,2018,SPECIES
Pavona duerdeni,PDUE,PRIAs,2018,SPECIES
Pocillopora grandis,PGRA,PRIAs,2018,SPECIES
Platygyra daedalea,PLDA,PRIAs,2018,SPECIES
Porites lichen,PLIC,PRIAs,2018,SPECIES
Pavona maldivensis,PMAL,PRIAs,2018,SPECIES
Pocillopora meandrina,PMEA,PRIAs,2018,SPECIES
Psammocora nierstraszi,PNIE,PRIAs,2018,SPECIES
Platygyra pini,PPIN,PRIAs,2018,SPECIES
Psammocora profundacella,PPRO,PRIAs,2018,SPECIES
Porites rus,PRUS,PRIAs,2018,SPECIES
Plerogyra sinuosa,PSIN,PRIAs,2018,SPECIES
Psammocora stellata,PSTE,PRIAs,2018,SPECIES
Pavona varians,PVAR,PRIAs,2018,SPECIES
Porites vaughani,PVAU,PRIAs,2018,SPECIES
Pocillopora verrucosa,PVER,PRIAs,2018,SPECIES
Scapophyllia cylindrica,SCYL,PRIAs,2018,SPECIES
Stylophora pistillata,SPIS,PRIAs,2018,SPECIES
Turbinaria reniformis,TREN,PRIAs,2018,SPECIES
Unknown Scleractinian,UNKN,PRIAs,2018,SPECIES
Acanthastrea,ACAS,SAMOA,2015,GENUS
Acropora,ACSP,SAMOA,2015,GENUS
Alveopora,ALSP,SAMOA,2015,GENUS
Astreopora,ASSP,SAMOA,2015,GENUS
Caulastrea,CASP,SAMOA,2015,GENUS
Coeloseris,COES,SAMOA,2015,GENUS
Coscinaraea,COSP,SAMOA,2015,GENUS
Ctenactis,CTSP,SAMOA,2015,GENUS
Cycloseris,CYPS,SAMOA,2015,GENUS
Cyphastrea,CYSP,SAMOA,2015,GENUS
Diploastrea,DISP,SAMOA,2015,GENUS
Echinophyllia,ECHL,SAMOA,2015,GENUS
Echinopora,ECHP,SAMOA,2015,GENUS
Euphyllia,EUSP,SAMOA,2015,GENUS
Favia,FASP,SAMOA,2015,GENUS
Favites,FAVS,SAMOA,2015,GENUS
Fungia,FUSP,SAMOA,2015,GENUS
Gardineroseris,GARS,SAMOA,2015,GENUS
Galaxea,GASP,SAMOA,2015,GENUS
Goniastrea,GONS,SAMOA,2015,GENUS
Goniopora,GOSP,SAMOA,2015,GENUS
Halomitra,HASP,SAMOA,2015,GENUS
Herpolitha,HERS,SAMOA,2015,GENUS
Heliopora,HESP,SAMOA,2015,GENUS
Hydnophora,HYSP,SAMOA,2015,GENUS
Isopora ,ISSP,SAMOA,2015,GENUS
Leptoria,LEPS,SAMOA,2015,GENUS
Leptastrea,LEPT,SAMOA,2015,GENUS
Leptoseris,LESP,SAMOA,2015,GENUS
Lobophyllia,LOBS,SAMOA,2015,GENUS
Merulina,MESP,SAMOA,2015,GENUS
Millepora,MISP,SAMOA,2015,GENUS
Montastrea,MONS,SAMOA,2015,GENUS
Montipora,MOSP,SAMOA,2015,GENUS
Mycedium,MYSP,SAMOA,2015,GENUS
Oulophyllia,OUSP,SAMOA,2015,GENUS
Oxypora,OXSP,SAMOA,2015,GENUS
Pachyseris,PACS,SAMOA,2015,GENUS
Pavona,PAVS,SAMOA,2015,GENUS
Plesiastrea,PLES,SAMOA,2015,GENUS
Platygyra,PLSP,SAMOA,2015,GENUS
Pocillopora,POCS,SAMOA,2015,GENUS
Porites,POSP,SAMOA,2015,GENUS
Psammocora,PSSP,SAMOA,2015,GENUS
Sandalolitha sp.,SASP,SAMOA,2015,GENUS
Scapophyllia,SCAS,SAMOA,2015,GENUS
Stylocoeniella,STSP,SAMOA,2015,GENUS
Stylophora,STYS,SAMOA,2015,GENUS
Symphyllia,SYSP,SAMOA,2015,GENUS
Turbinaria,TURS,SAMOA,2015,GENUS
Tubastrea,TUSP,SAMOA,2015,GENUS
Acropora abrotanoides,AABR,SAMOA,2015,SPECIES
Acropora aspera,AASP,SAMOA,2015,SPECIES
Acropora cytherea,ACYT,SAMOA,2015,SPECIES
Acanthastrea hemprichii,AHEM,SAMOA,2015,SPECIES
Acropora humilis,AHUM,SAMOA,2015,SPECIES
Acropora hyacinthus,AHYA,SAMOA,2015,SPECIES
Acanthastrea ishigakiensis,AISH,SAMOA,2015,SPECIES
Alveopora verrilliana,ALVE,SAMOA,2015,SPECIES
Astreopora myriophthalma,AMYR,SAMOA,2015,SPECIES
Acropora nobilis,ANOB,SAMOA,2015,SPECIES
Acropora paniculata,APAN,SAMOA,2015,SPECIES
Acropora speciosa,ASPE,SAMOA,2015,SPECIES
Acropora verweyi,AVER,SAMOA,2015,SPECIES
Coscinaraea columna,CCOL,SAMOA,2015,SPECIES
Coscinarea exesa,CEXE,SAMOA,2015,SPECIES
Coeloseris mayeri,CMAY,SAMOA,2015,SPECIES
Diploastrea heliopora,DHEL,SAMOA,2015,SPECIES
Echinopora gemmacea,EGEM,SAMOA,2015,SPECIES
Echinopora lamellosa,ELAM,SAMOA,2015,SPECIES
Favia matthaii,FMAT,SAMOA,2015,SPECIES
Favia stelligera,FSTE,SAMOA,2015,SPECIES
Galaxea astreata,GAAS,SAMOA,2015,SPECIES
Goniastrea edwardsi,GEDW,SAMOA,2015,SPECIES
Galaxea fascicularis,GFAS,SAMOA,2015,SPECIES
Goniastrea pectinata,GPEC,SAMOA,2015,SPECIES
Gardinoseris planulata,GPLA,SAMOA,2015,SPECIES
Goniastrea retiformis,GRET,SAMOA,2015,SPECIES
Heliopora coerula,HCOE,SAMOA,2015,SPECIES
Hydnophora exesa,HEXE,SAMOA,2015,SPECIES
Hydnophora microconnos,HMIC,SAMOA,2015,SPECIES
Hydnophora rigida,HRIG,SAMOA,2015,SPECIES
Leptastrea bewickensis,LBEW,SAMOA,2015,SPECIES
Leptoseris incrustans,LINC,SAMOA,2015,SPECIES
Leptoseris myceteroides,LMYC,SAMOA,2015,SPECIES
Leptoria phyrgia,LPHY,SAMOA,2015,SPECIES
Leptastrea pruinosa,LPRU,SAMOA,2015,SPECIES
Leptastrea purpurea,LPUR,SAMOA,2015,SPECIES
Leptastrea transversa,LTRA,SAMOA,2015,SPECIES
Merulina ampliata,MAMP,SAMOA,2015,SPECIES
Montipora caliculata,MCAL,SAMOA,2015,SPECIES
Montastraea curta,MCUR,SAMOA,2015,SPECIES
Montipora incrassata,MINC,SAMOA,2015,SPECIES
Merulina scabricula,MSCA,SAMOA,2015,SPECIES
Montastraea valenciennesi,MVAL,SAMOA,2015,SPECIES
Pavona cf chiriquiensis,PCHI,SAMOA,2015,SPECIES
Porites cylindrica,PCYL,SAMOA,2015,SPECIES
Pocillopora damicornis,PDAM,SAMOA,2015,SPECIES
Pocillopora danae,PDAN,SAMOA,2015,SPECIES
Pavona diffluens,PDIF,SAMOA,2015,SPECIES
Pavona duerdeni,PDUE,SAMOA,2015,SPECIES
Pocillopora eydouxi,PEYD,SAMOA,2015,SPECIES
Psammocora haimeana,PHAI,SAMOA,2015,SPECIES
Porites horizontalata,PHOR,SAMOA,2015,SPECIES
Platygyra daedalea,PLDA,SAMOA,2015,SPECIES
Porites lichen,PLIC,SAMOA,2015,SPECIES
Porites lobata,PLOB,SAMOA,2015,SPECIES
Porites lutea,PLUT,SAMOA,2015,SPECIES
Plesiastrea versipora,PLVE,SAMOA,2015,SPECIES
Pavona maldivensis,PMAL,SAMOA,2015,SPECIES
Pocillopora meandrina,PMEA,SAMOA,2015,SPECIES
Porites monticulosa,PMON,SAMOA,2015,SPECIES
Psammocora nierstraszi,PNIE,SAMOA,2015,SPECIES
Platygyra pini,PPIN,SAMOA,2015,SPECIES
Pachyseris rugosa,PRUG,SAMOA,2015,SPECIES
Porites rus,PRUS,SAMOA,2015,SPECIES
Porites solida,PSOL,SAMOA,2015,SPECIES
Psammocora stellata,PSTE,SAMOA,2015,SPECIES
Pavona varians,PVAR,SAMOA,2015,SPECIES
Pavona venosa,PVEN,SAMOA,2015,SPECIES
Pocillopora woodjonesi,PWOO,SAMOA,2015,SPECIES
Scapophyllia cylindrica,SCYL,SAMOA,2015,SPECIES
Stylophora pistillata,SPIS,SAMOA,2015,SPECIES
Turbinaria mesenterina,TMES,SAMOA,2015,SPECIES
Turbinaria peltata,TPEL,SAMOA,2015,SPECIES
Turbinaria reniformis,TREN,SAMOA,2015,SPECIES
Turbinaria stellulata,TSTE,SAMOA,2015,SPECIES
Unknown Scleractinian,UNKN,SAMOA,2015,SPECIES
Acanthastrea,ACAS,SAMOA,2018,GENUS
Acropora,ACSP,SAMOA,2018,GENUS
Alveopora,ALSP,SAMOA,2018,GENUS
Astreopora,ASSP,SAMOA,2018,GENUS
Caulastrea,CASP,SAMOA,2018,GENUS
Coeloseris,COES,SAMOA,2018,GENUS
Coscinaraea,COSP,SAMOA,2018,GENUS
Ctenactis,CTSP,SAMOA,2018,GENUS
Cycloseris,CYPS,SAMOA,2018,GENUS
Cyphastrea,CYSP,SAMOA,2018,GENUS
Diploastrea,DISP,SAMOA,2018,GENUS
Echinophyllia,ECHL,SAMOA,2018,GENUS
Echinopora,ECHP,SAMOA,2018,GENUS
Euphyllia,EUSP,SAMOA,2018,GENUS
Favia,FASP,SAMOA,2018,GENUS
Favites,FAVS,SAMOA,2018,GENUS
Fungia,FUSP,SAMOA,2018,GENUS
Gardineroseris,GARS,SAMOA,2018,GENUS
Galaxea,GASP,SAMOA,2018,GENUS
Goniastrea,GONS,SAMOA,2018,GENUS
Goniopora,GOSP,SAMOA,2018,GENUS
Halomitra,HASP,SAMOA,2018,GENUS
Herpolitha,HERS,SAMOA,2018,GENUS
Heliopora,HESP,SAMOA,2018,GENUS
Hydnophora,HYSP,SAMOA,2018,GENUS
Isopora ,ISSP,SAMOA,2018,GENUS
Leptoria,LEPS,SAMOA,2018,GENUS
Leptastrea,LEPT,SAMOA,2018,GENUS
Leptoseris,LESP,SAMOA,2018,GENUS
Lobophyllia,LOBS,SAMOA,2018,GENUS
Merulina,MESP,SAMOA,2018,GENUS
Millepora,MISP,SAMOA,2018,GENUS
Montastrea,MONS,SAMOA,2018,GENUS
Montipora,MOSP,SAMOA,2018,GENUS
Mycedium,MYSP,SAMOA,2018,GENUS
Oulophyllia,OUSP,SAMOA,2018,GENUS
Oxypora,OXSP,SAMOA,2018,GENUS
Pachyseris,PACS,SAMOA,2018,GENUS
Pavona,PAVS,SAMOA,2018,GENUS
Plesiastrea,PLES,SAMOA,2018,GENUS
Platygyra,PLSP,SAMOA,2018,GENUS
Pocillopora,POCS,SAMOA,2018,GENUS
Porites,POSP,SAMOA,2018,GENUS
Psammocora,PSSP,SAMOA,2018,GENUS
Sandalolitha sp.,SASP,SAMOA,2018,GENUS
Scapophyllia,SCAS,SAMOA,2018,GENUS
Stylocoeniella,STSP,SAMOA,2018,GENUS
Stylophora,STYS,SAMOA,2018,GENUS
Symphyllia,SYSP,SAMOA,2018,GENUS
Turbinaria,TURS,SAMOA,2018,GENUS
Tubastrea,TUSP,SAMOA,2018,GENUS
Acropora abrotanoides,AABR,SAMOA,2018,SPECIES
Astrea curta,ACUR,SAMOA,2018,SPECIES
Acropora intermedia,AINT,SAMOA,2018,SPECIES
Astreopora listeri,ALIS,SAMOA,2018,SPECIES
Astreopora myriophthalma,AMYR,SAMOA,2018,SPECIES
Coscinaraea columna,CCOL,SAMOA,2018,SPECIES
Coscinaraea exesa,CEXE,SAMOA,2018,SPECIES
Coeloseris mayeri,CMAY,SAMOA,2018,SPECIES
Diploastrea heliopora,DHEL,SAMOA,2018,SPECIES
Goniastrea edwardsi,GEDW,SAMOA,2018,SPECIES
Galaxea fascicularis,GFAS,SAMOA,2018,SPECIES
