"","FID","ANALYST","OBS_YEAR","MISSION_ID","SITE","SEGMENT","SEGLENGTH","SEGWIDTH","NO_COLONY_","SPCODE","FRAGMENT_Y","MORPH_CODE","EX_BOUND","OLDDEAD","RDCAUSE1","RD_1","RDCAUSE2","RD_2","RDCAUSE3","RD_3","CON_1","EXTENT_1","SEV_1","CON_2","EXTENT_2","SEV_2","CON_3","EXTENT_3","SEV_3","SHAPE_Leng"
"141",2341,"NA",0,"NA","NA-   NA","15",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.143251457
"142",2342,"NA",0,"NA","NA-   NA","15",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.142357754
"143",2343,"NA",0,"NA","NA-   NA","15",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.202091167
"144",2344,"NA",0,"NA","NA-   NA","10",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.424497644
"145",2345,"NA",0,"NA","NA-   NA","10",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.404669766
"146",2346,"NA",0,"NA","NA-   NA","10",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.123493562
"147",2347,"NA",0,"NA","NA-   NA","10",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.104684143
"148",2348,"NA",0,"NA","NA-   NA","10",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.10210622
"149",2349,"NA",0,"NA","NA-   NA","10",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.112742628
"150",2350,"NA",0,"NA","NA-   NA","10",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.680482895
"151",2351,"NA",0,"NA","NA-   NA","10",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.361348599
"152",2352,"NA",0,"NA","NA-   NA","10",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.609322656
"153",2353,"NA",0,"NA","NA-   NA","10",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.243959055
"154",2354,"NA",0,"NA","NA-   NA","10",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.099010958
"155",2355,"NA",0,"NA","NA-   NA","0",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.312145897
"156",2356,"NA",0,"NA","NA-   NA","0",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.212716525
"157",2357,"NA",0,"NA","NA-   NA","0",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.561688286
"158",2358,"NA",0,"NA","NA-   NA","0",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.200776493
"159",2359,"NA",0,"NA","NA-   NA","0",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.303390261
"160",2360,"NA",0,"NA","NA-   NA","0",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.627289868
"161",2361,"NA",0,"NA","NA-   NA","0",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.213687084
"162",2362,"NA",0,"NA","NA-   NA","0",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.083290456
"163",2363,"NA",0,"NA","NA-   NA","0",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.367585323
"164",2364,"NA",0,"NA","NA-   NA","0",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.152636857
"165",2365,"NA",0,"NA","NA-   NA","0",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.074752992
"166",2366,"NA",0,"NA","NA-   NA","0",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.185203267
"167",2367,"NA",0,"NA","NA-   NA","0",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.396195722
"168",2368,"NA",0,"NA","NA-   NA","0",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.694170131
"169",2369,"NA",0,"NA","NA-   NA","0",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.228554414
"170",2370,"NA",0,"NA","NA-   NA","0",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.829686784
"171",2371,"NA",0,"NA","NA-   NA","0",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.287318395
"172",2372,"NA",0,"NA","NA-   NA","0",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.308126272
"173",2373,"NA",0,"NA","NA-   NA","0",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.388898959
"174",2374,"NA",0,"NA","NA-   NA","0",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.047136503
"175",2375,"NA",0,"NA","NA-   NA","0",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.132151617
"176",2376,"NA",0,"NA","NA-   NA","0",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.531926771
"177",2377,"NA",0,"NA","NA-   NA","0",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.573966663
"178",2378,"NA",0,"NA","NA-   NA","0",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.291223522
"179",2379,"NA",0,"NA","NA-   NA","0",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.576299315
"180",2380,"NA",0,"NA","NA-   NA","0",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.131373817
"181",2381,"NA",0,"NA","NA-   NA","0",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.185591837
"182",2382,"NA",0,"NA","NA-   NA","0",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.469010811
"183",2383,"NA",0,"NA","NA-   NA","0",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.299568373
"184",2384,"NA",0,"NA","NA-   NA","0",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.827318137
"185",2385,"NA",0,"NA","NA-   NA","0",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.105907317
"186",2386,"NA",0,"NA","NA-   NA","0",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.34605202
"187",2387,"NA",0,"NA","NA-   NA","0",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.236542808
"188",2388,"NA",0,"NA","NA-   NA","0",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.199055017
"189",2389,"NA",0,"NA","NA-   NA","0",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.285130461
"190",2390,"NA",0,"NA","NA-   NA","0",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.630214647
"191",2391,"NA",0,"NA","NA-   NA","0",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.321410454
"192",2392,"NA",0,"NA","NA-   NA","0",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.510512134
"193",2393,"NA",0,"NA","NA-   NA","0",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.064015779
"194",2394,"NA",0,"NA","NA-   NA","0",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.124946748
"195",2395,"NA",0,"NA","NA-   NA","0",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.132435985
"196",2396,"NA",0,"NA","NA-   NA","0",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.071029148
"197",2397,"NA",0,"NA","NA-   NA","0",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.041153372
"198",2398,"NA",0,"NA","NA-   NA","0",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.1960643
"199",2399,"NA",0,"NA","NA-   NA","0",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.300296469
"200",2400,"NA",0,"NA","NA-   NA","0",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.143560614
"201",2401,"NA",0,"NA","NA-   NA","0",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.229418416
"202",2402,"NA",0,"NA","NA-   NA","0",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.12516525
"203",2403,"NA",0,"NA","NA-   NA","0",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.4929
"204",2404,"NA",0,"NA","NA-   NA","0",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.205624901
"205",2405,"NA",0,"NA","NA-   NA","0",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.124919573
"206",2406,"NA",0,"NA","NA-   NA","0",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.09817357
"207",2407,"NA",0,"NA","NA-   NA","0",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.19790667
"208",2408,"NA",0,"NA","NA-   NA","0",0,0,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.203810328
"209",2475,"NA",0,"NA","NA-   NA","0",0,0,0,"POCS",0,"BR",0,0,"NA",0,"NA",0,"NA",0,"BLE",100,4,"NA",0,0,"NA",0,0,0.01771807
"210",2476,"NA",0,"NA","NA-   NA","0",0,0,0,"MCAP",0,"EF",0,0,"NA",0,"NA",0,"NA",0,"BLE",100,5,"NA",0,0,"NA",0,0,0.011819053
"211",2477,"NA",0,"NA","NA-   NA","0",0,0,0,"POCS",0,"BR",0,0,"NA",0,"NA",0,"NA",0,"BLE",100,4,"NA",0,0,"NA",0,0,0.012345849
"212",2478,"NA",0,"NA","NA-   NA","0",0,0,0,"PLOB",0,"EM",0,80,"NA",0,"NA",0,"NA",0,"BLE",90,3,"ALG",45,0,"NA",0,0,0.101206572
"213",2479,"NA",0,"NA","NA-   NA","0",0,0,0,"UNKN",0,"EF",0,0,"NA",0,"NA",0,"NA",0,"BLE",100,5,"NA",0,0,"NA",0,0,0.012621014
"214",2480,"NA",0,"NA","NA-   NA","0",0,0,0,"MCAP",0,"EF",0,0,"NA",0,"NA",0,"NA",0,"BLE",100,5,"NA",0,0,"NA",0,0,0.009504735
"215",2481,"NA",0,"NA","NA-   NA","0",0,0,0,"MCAP",0,"EF",0,0,"NA",0,"NA",0,"NA",0,"BLE",50,5,"NA",0,0,"NA",0,0,0.019328994
"216",2482,"NA",0,"NA","NA-   NA","0",0,0,0,"POCS",0,"BR",0,0,"NA",0,"NA",0,"NA",0,"BLE",100,4,"NA",0,0,"NA",0,0,0.016974391
"217",2483,"NA",0,"NA","NA-   NA","0",0,0,0,"MPAT",0,"EF",0,15,"NA",0,"NA",0,"NA",0,"BLE",45,4,"BLE",55,2,"NA",0,0,0.054304787
"218",2484,"NA",0,"NA","NA-   NA","0",0,0,0,"MOSP",0,"EF",0,0,"NA",0,"NA",0,"NA",0,"BLE",100,1,"NA",0,0,"NA",0,0,0.022942102
"219",2485,"NA",0,"NA","NA-   NA","0",0,0,0,"MOSP",0,"EF",0,0,"NA",0,"NA",0,"NA",0,"BLE",100,1,"NA",0,0,"NA",0,0,0.019864541
"220",2486,"NA",0,"NA","NA-   NA","0",0,0,0,"PLOB",0,"EM",0,0,"NA",0,"NA",0,"NA",0,"BLE",100,2,"NA",0,0,"NA",0,0,0.01521611
"221",2487,"NA",0,"NA","NA-   NA","0",0,0,0,"PLOB",0,"EM",0,0,"NA",0,"NA",0,"NA",0,"BLE",100,1,"NA",0,0,"NA",0,0,0.01912616
"222",2488,"NA",0,"NA","NA-   NA","0",0,0,0,"PLOB",0,"MD",0,4,"MACA",1,"NA",0,"NA",0,"BLE",95,2,"NA",0,0,"NA",0,0,0.096010259
"223",2489,"NA",0,"NA","NA-   NA","0",0,0,0,"UNKN",0,"EM",0,0,"NA",0,"NA",0,"NA",0,"BLE",100,2,"NA",0,0,"NA",0,0,0.011280514
"224",2490,"NA",0,"NA","NA-   NA","0",0,0,0,"PLOB",0,"EM",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.023334524
"225",2496,"NA",0,"NA","NA-   NA","0",0,0,0,"PLOB",0,"EM",0,0,"NA",0,"NA",0,"NA",0,"BLE",100,1,"NA",0,0,"NA",0,0,0.018417655
"226",2497,"NA",0,"NA","NA-   NA","0",0,0,0,"MCAP",0,"EF",0,0,"NA",0,"NA",0,"NA",0,"BLE",100,5,"NA",0,0,"NA",0,0,0.013807968
"227",2498,"NA",0,"NA","NA-   NA","0",0,0,0,"PLOB",0,"EM",0,0,"NA",0,"NA",0,"NA",0,"BLE",100,4,"NA",0,0,"NA",0,0,0.015105298
"228",2499,"NA",0,"NA","NA-   NA","0",0,0,0,"UNKN",0,"EF",0,0,"MACA",15,"NA",0,"NA",0,"BLE",100,5,"NA",0,0,"NA",0,0,0.01983633
"229",2500,"NA",0,"NA","NA-   NA","0",0,0,0,"MCAP",0,"EF",0,0,"NA",0,"NA",0,"NA",0,"BLE",100,5,"NA",0,0,"NA",0,0,0.023394445
"230",2501,"NA",0,"NA","NA-   NA","0",0,0,0,"POSP",0,"EM",0,15,"NA",0,"NA",0,"NA",0,"BLE",70,3,"BLE",30,2,"NA",0,0,0.051878512
"231",2502,"NA",0,"NA","NA-   NA","0",0,0,0,"MCAP",0,"EM",0,0,"MACA",1,"NA",0,"NA",0,"BLE",100,3,"ALG",3,0,"NA",0,0,0.043540326
"232",2503,"NA",0,"NA","NA-   NA","0",0,0,0,"PMEA",0,"BR",0,90,"NA",0,"NA",0,"NA",0,"BLE",55,3,"NA",0,0,"NA",0,0,0.143095948
"233",1697,"MW",2019,"SE1902","KAU-02133","15",0,1,0,"PMEA",0,"BR",0,0,"NA",0,"NA",0,"NA",0,"BLE",25,2,"NA",0,0,"NA",0,0,0.123581269
"234",1698,"MW",2019,"SE1902","KAU-02133","5",0,1,0,"PLOB",0,"MD",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.022692069
"235",1699,"MW",2019,"SE1902","KAU-02133","5",0,1,0,"PLOB",0,"EM",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.014632156
"236",1700,"MW",2019,"SE1902","KAU-02133","5",0,1,0,"PLOB",0,"MD",0,20,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.067402746
"237",1701,"MW",2019,"SE1902","KAU-02133","5",0,1,0,"PLOB",0,"MD",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.017249058
"238",1702,"MW",2019,"SE1902","KAU-02133","5",0,1,0,"NA",-1,"MD",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.035755978
"239",1703,"MW",2019,"SE1902","KAU-02133","5",0,1,0,"PLOB",0,"EM",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.017568437
"240",1704,"MW",2019,"SE1902","KAU-02133","15",0,1,0,"NA",0,"KN",0,80,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.051661205
"241",1705,"MW",2019,"SE1902","KAU-02133","15",0,1,0,"PLOB",0,"MD",0,0,"NA",0,"NA",0,"NA",0,"ALG",2,0,"NA",0,0,"NA",0,0,0.052497619
"242",1706,"MW",2019,"SE1902","KAU-02133","15",0,1,0,"PLOB",0,"MD",0,5,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.093867193
"243",1707,"MW",2019,"SE1902","KAU-02133","15",0,1,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.077841184
"244",1844,"FL",0,"NA","NA-   NA","0",0,0,0,"PMEA",0,"BR",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.191857746
"245",1845,"FL",0,"NA","NA-   NA","0",0,0,0,"MPAT",0,"EM",0,40,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.195294343
"246",1846,"FL",0,"NA","NA-   NA","0",0,0,0,"PMEA",0,"BR",-1,85,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.321642053
"247",2491,"CA",0,"NA","NA-   NA","0",0,0,0,"POCS",0,"BR",0,0,"NA",0,"NA",0,"NA",0,"BLE",90,2,"NA",0,0,"NA",0,0,0.049876046
"248",2492,"CA",0,"NA","NA-   NA","0",0,0,0,"POCS",0,"BR",0,0,"NA",0,"NA",0,"NA",0,"BLE",60,1,"NA",0,0,"NA",0,0,0.026606202
"249",2493,"CA",0,"NA","NA-   NA","0",0,0,0,"UNKN",0,"EF",0,0,"NA",0,"NA",0,"NA",0,"BLE",100,5,"NA",0,0,"NA",0,0,0.019458931
"250",2494,"CA",0,"NA","NA-   NA","0",0,0,0,"MCAP",0,"EF",0,0,"NA",0,"NA",0,"NA",0,"BLE",100,5,"NA",0,0,"NA",0,0,0.010151354
"251",2495,"CA",0,"NA","NA-   NA","0",0,0,0,"MCAP",0,"EF",0,50,"NA",0,"NA",0,"NA",0,"BLE",100,5,"NA",0,0,"NA",0,0,0.04297732
"252",584,"MA",2019,"SE1902","HAW-04263","0",2.5,1,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.084017201
"253",585,"MA",2019,"SE1902","HAW-04263","0",2.5,1,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.459386994
"254",586,"MA",2019,"SE1902","HAW-04263","0",2.5,1,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.254074339
"255",587,"MA",2019,"SE1902","HAW-04263","0",2.5,1,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.230668289
"256",588,"MA",2019,"SE1902","HAW-04263","0",2.5,1,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.445443891
"257",589,"MA",2019,"SE1902","HAW-04263","0",2.5,1,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.210711389
"258",590,"MA",2019,"SE1902","HAW-04263","0",2.5,1,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.174798456
"259",591,"MA",2019,"SE1902","HAW-04263","0",2.5,1,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.268260712
"260",592,"MA",2019,"SE1902","HAW-04263","0",2.5,1,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.133936291
"261",593,"MA",2019,"SE1902","HAW-04263","0",2.5,1,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.076330139
"262",594,"MA",2019,"SE1902","HAW-04263","0",2.5,1,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.460647555
"263",595,"MA",2019,"SE1902","HAW-04263","0",2.5,1,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.098976007
"264",596,"MA",2019,"SE1902","HAW-04263","0",2.5,1,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.240851093
"265",597,"MA",2019,"SE1902","HAW-04263","0",2.5,1,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.124488595
"266",598,"MA",2019,"SE1902","HAW-04263","0",2.5,1,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.106429179
"267",599,"MA",2019,"SE1902","HAW-04263","0",2.5,1,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.174810898
"268",600,"MA",2019,"SE1902","HAW-04263","0",2.5,1,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.202026657
"269",601,"MA",2019,"SE1902","HAW-04263","0",2.5,1,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.27471558
"270",602,"MA",2019,"SE1902","HAW-04263","0",2.5,1,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.050973326
"271",603,"MA",2019,"SE1902","HAW-04263","0",2.5,1,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.323577904
"272",604,"MA",2019,"SE1902","HAW-04263","0",2.5,1,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.226100088
"273",605,"MA",2019,"SE1902","HAW-04263","0",2.5,1,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.133340203
"274",606,"MA",2019,"SE1902","HAW-04263","0",2.5,1,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.086191531
"275",607,"MA",2019,"SE1902","HAW-04263","0",2.5,1,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.053207988
"276",608,"MA",2019,"SE1902","HAW-04263","0",2.5,1,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.11857698
"277",609,"MA",2019,"SE1902","HAW-04263","0",2.5,1,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.301234543
"278",610,"MA",2019,"SE1902","HAW-04263","0",2.5,1,0,"NA",0,"NA",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.093575905
