MISSIONID,OBS_YEAR,SITE,SITEVISITID,ISLAND,DATE_,DIVER,Method,Transectid,TRANSECT,Segmentid,SEGMENT,SEGLENGTH,SEGWIDTH,No colony observed,SITE_MIN_DEPTH,SITE_MAX_DEPTH,LATITUDE,LONGITUDE,REEF_ZONE,DEPTH_BIN
HA1801,2018,JAR-2039,12305,Jarvis,31-Jul-18,CSC,ADULT,1351,1,3208,3,2.5,1,-1,18,21,-0.381894,-160.003975,Forereef,Shallow
HA1801,2018,JAR-2039,12305,Jarvis,31-Jul-18,CSC,ADULT,1351,1,3210,7,2.5,1,-1,18,21,-0.381894,-160.003975,Forereef,Shallow
HA1801,2018,JAR-1900,12300,Jarvis,31-Jul-18,BH,ADULT,1341,1,3214,3,2.5,1,0,75,79,-0.379623,-160.015828,Forereef,Deep
HA1801,2018,JAR-1900,12300,Jarvis,31-Jul-18,BH,JUVENILE,1341,1,3216,3,1,1,0,75,79,-0.379623,-160.015828,Forereef,Deep
HA1801,2018,JAR-1915,12301,Jarvis,31-Jul-18,BH,ADULT,1343,1,3218,1,2.5,1,-1,60,63,-0.381992,-159.996087,Forereef,Deep
HA1801,2018,JAR-1915,12301,Jarvis,31-Jul-18,BH,JUVENILE,1343,1,3220,1,1,1,0,60,63,-0.381992,-159.996087,Forereef,Deep
HA1801,2018,OFU-987,11972,Ofu & Olosega,7-Jul-18,MAR,JUVENILE,1081,1,1938,1,1,1,0,74,76,-14.186709,-169.663998,Forereef,Deep
HA1801,2018,OFU-1000,11992,Ofu & Olosega,9-Jul-18,BVA,JUVENILE,1102,2,2044,1,1,1,-1,65,65,-14.160685,-169.620299,Forereef,Deep
HA1801,2018,OFU-1000,11992,Ofu & Olosega,9-Jul-18,MAR,ADULT,1102,2,2060,5,2.5,1,0,65,65,-14.160685,-169.620299,Forereef,Deep
HA1801,2018,OFU-985,11993,Ofu & Olosega,9-Jul-18,MAR,JUVENILE,1103,1,2064,5,1,1,0,63,65,-14.161003,-169.638342,Forereef,Deep
HA1801,2018,OFU-985,11993,Ofu & Olosega,9-Jul-18,BVA,JUVENILE,1103,1,2070,1,1,1,0,63,65,-14.161003,-169.638342,Forereef,Deep
HA1801,2018,OFU-1031,11994,Ofu & Olosega,9-Jul-18,BVA,ADULT,1105,1,2086,7,2.5,1,0,12,14,-14.166198,-169.627529,Forereef,Shallow
HA1801,2018,OFU-1047,11996,Ofu & Olosega,9-Jul-18,MSW,JUVENILE,1109,1,2090,3,1,1,-1,54,64,-14.160672,-169.667964,Forereef,Deep
HA1801,2018,OFU-1033,11995,Ofu & Olosega,9-Jul-18,BVA,ADULT,1107,1,2110,7,2.5,1,0,10,12,-14.162226,-169.620536,Forereef,Shallow
HA1801,2018,OFU-1034,11998,Ofu & Olosega,9-Jul-18,MSW,JUVENILE,1113,1,2114,3,1,1,-,16,20,-14.164042,-169.659891,Forereef,Shallow
HA1801,2018,OFU-1034,11998,Ofu & Olosega,9-Jul-18,JDG,ADULT,1113,1,2158,1,2.5,1,0,16,20,-14.164042,-169.659891,Forereef,Shallow
HA1801,2018,OFU-1034,11998,Ofu & Olosega,9-Jul-18,JDG,JUVENILE,1113,1,2162,1,1,1,0,16,20,-14.164042,-169.659891,Forereef,Shallow
HA1801,2018,OFU-982,12015,Ofu & Olosega,10-Jul-18,BH,JUVENILE,1127,1,2214,3,1,1,0,12,16,-14.16116,-169.68288,Forereef,Shallow
HA1801,2018,OFU-982,12015,Ofu & Olosega,10-Jul-18,MAR,ADULT,1127,1,2216,5,2.5,1,0,12,16,-14.16116,-169.68288,Forereef,Shallow
HA1801,2018,TAU-1065,12030,Tau,11-Jul-18,MSW,JUVENILE,1143,1,2242,1,1,1,0,50,52,-14.263403,-169.499876,Forereef,Mid
HA1801,2018,TAU-1034,12053,Tau,12-Jul-18,BH,ADULT,1163,1,2288,1,2.5,1,0,51,51,-14.214847,-169.502174,Forereef,Mid
HA1801,2018,TAU-1032,12067,Tau,12-Jul-18,MAR,ADULT,1169,1,2292,5,2.5,1,0,35,37,-14.214405,-169.488093,Forereef,Mid
HA1801,2018,TAU-1016,12055,Tau,12-Jul-18,BH,ADULT,1167,1,2318,1,2.5,1,0,23,23,-14.22437,-169.519716,Forereef,Shallow
HA1801,2018,ROS-1080,12114,Rose,15-Jul-18,BH,JUVENILE,1205,1,2510,1,1,1,0,14,17,-14.537835,-168.170758,Forereef,Shallow
HA1801,2018,ROS-1105,12116,Rose,15-Jul-18,BH,ADULT,1209,1,2536,7,2.5,1,0,29,32,-14.537268,-168.168625,Forereef,Mid
HA1801,2018,TAU-1036,12145,Tau,16-Jul-18,MAR,JUVENILE,1229,1,2590,1,1,1,0,40,46,-14.248696,-169.418978,Forereef,Mid
HA1801,2018,TUT-3020,12162,Tutuila,17-Jul-18,MAR,JUVENILE,1245,1,2676,1,1,1,0,42,45,-14.336623,-170.804069,Forereef,Mid
HA1801,2018,TUT-3020,12162,Tutuila,17-Jul-18,BH,ADULT,1245,1,2690,5,2.5,1,0,42,45,-14.336623,-170.804069,Forereef,Mid
HA1801,2018,JAR-1980,12212,Jarvis,28-Jul-18,BH,ADULT,1281,1,2872,5,2.5,1,-1,54,55,-0.362512,-159.992721,Forereef,Mid
HA1801,2018,TUT-3020,12162,Tutuila,17-Jul-18,BH,JUVENILE,1245,1,2694,5,1,1,0,42,45,-14.336623,-170.804069,Forereef,Mid
HA1801,2018,JAR-1980,12212,Jarvis,28-Jul-18,BH,JUVENILE,1281,1,2874,5,1,1,0,54,55,-0.362512,-159.992721,Forereef,Mid
HA1801,2018,JAR-2021,12216,Jarvis,28-Jul-18,CSC,JUVENILE,1289,1,2924,1,1,1,0,11,13,-0.365375,-160.006035,Forereef,Shallow
HA1801,2018,JAR-2031,12235,Jarvis,29-Jul-18,BH,ADULT,1307,1,3024,5,2.5,1,0,18,20,-0.376718,-159.979493,Forereef,Shallow
HA1801,2018,JAR-2031,12235,Jarvis,29-Jul-18,BH,JUVENILE,1307,1,3026,5,1,1,-1,18,20,-0.376718,-159.979493,Forereef,Shallow
HA1801,2018,JAR-1900,12300,Jarvis,31-Jul-18,ALG,ADULT,1341,1,3164,5,2.5,1,-1,75,79,-0.379623,-160.015828,Forereef,Deep
HA1801,2018,JAR-1900,12300,Jarvis,31-Jul-18,ALG,ADULT,1341,1,3166,7,2.5,1,0,75,79,-0.379623,-160.015828,Forereef,Deep
HA1801,2018,JAR-1950,12249,Jarvis,29-Jul-18,CSC,JUVENILE,1313,1,3212,3,1,1,-1,33,35,-0.370827,-159.976099,Forereef,Mid
HA1801,2018,JAR-1915,12301,Jarvis,31-Jul-18,BH,ADULT,1343,1,3222,7,2.5,1,0,60,63,-0.381992,-159.996087,Forereef,Deep
HA1801,2018,JAR-1939,12303,Jarvis,31-Jul-18,BH,ADULT,1347,1,3224,3,2.5,1,0,42,45,-0.381757,-160.006668,Forereef,Mid
HA1801,2018,JAR-1939,12303,Jarvis,31-Jul-18,BH,JUVENILE,1347,1,3226,3,1,1,0,42,45,-0.381757,-160.006668,Forereef,Mid
HA1801,2018,JAR-1939,12303,Jarvis,31-Jul-18,BH,ADULT,1347,1,3228,5,2.5,1,0,42,45,-0.381757,-160.006668,Forereef,Mid
HA1801,2018,JAR-1939,12303,Jarvis,31-Jul-18,BH,JUVENILE,1347,1,3230,5,1,1,0,42,45,-0.381757,-160.006668,Forereef,Mid
HA1801,2018,JAR-1977,12304,Jarvis,31-Jul-18,BH,ADULT,1349,1,3232,1,2.5,1,-1,55,58,-0.381494,-160.011621,Forereef,Mid
HA1801,2018,JAR-1977,12304,Jarvis,31-Jul-18,BH,JUVENILE,1349,1,3234,1,1,1,0,55,58,-0.381494,-160.011621,Forereef,Mid
HA1801,2018,JAR-1931,12306,Jarvis,31-Jul-18,BH,ADULT,1353,1,3236,3,2.5,1,0,14,16,-0.375452,-160.013453,Forereef,Shallow
HA1801,2018,JAR-1931,12306,Jarvis,31-Jul-18,BH,JUVENILE,1353,1,3238,3,1,1,-1,14,16,-0.375452,-160.013453,Forereef,Shallow
HA1801,2018,JAR-1931,12306,Jarvis,31-Jul-18,BH,ADULT,1353,1,3240,5,2.5,1,0,14,16,-0.375452,-160.013453,Forereef,Shallow
HA1801,2018,JAR-1931,12306,Jarvis,31-Jul-18,BH,JUVENILE,1353,1,3242,5,1,1,0,14,16,-0.375452,-160.013453,Forereef,Shallow
HA1801,2018,JAR-1900,12300,Jarvis,31-Jul-18,MSW,ADULT,1341,1,3244,1,2.5,1,0,75,79,-0.379623,-160.015828,Forereef,Deep
HA1801,2018,JAR-1900,12300,Jarvis,31-Jul-18,MSW,JUVENILE,1341,1,3246,1,1,1,0,75,79,-0.379623,-160.015828,Forereef,Deep
HA1801,2018,JAR-1915,12301,Jarvis,31-Jul-18,MSW,ADULT,1343,1,3248,3,2.5,1,0,60,63,-0.381992,-159.996087,Forereef,Deep
HA1801,2018,JAR-1915,12301,Jarvis,31-Jul-18,MSW,JUVENILE,1343,1,3250,3,1,1,0,60,63,-0.381992,-159.996087,Forereef,Deep
HA1801,2018,JAR-1939,12303,Jarvis,31-Jul-18,MSW,ADULT,1347,1,3252,1,2.5,1,0,42,45,-0.381757,-160.006668,Forereef,Mid
HA1801,2018,JAR-1939,12303,Jarvis,31-Jul-18,MSW,JUVENILE,1347,1,3254,1,1,1,0,42,45,-0.381757,-160.006668,Forereef,Mid
HA1801,2018,JAR-1931,12306,Jarvis,31-Jul-18,MSW,ADULT,1353,1,3256,1,2.5,1,0,14,16,-0.375452,-160.013453,Forereef,Shallow
HA1801,2018,JAR-1931,12306,Jarvis,31-Jul-18,MSW,JUVENILE,1353,1,3258,1,1,1,-1,14,16,-0.375452,-160.013453,Forereef,Shallow
HA1801,2018,PAL-1075,12336,Palmyra,2-Aug-18,MSW,ADULT,1361,1,3262,3,2.5,1,0,75,76,5.87569,-162.145931,Forereef,Deep
HA1801,2018,PAL-1075,12336,Palmyra,2-Aug-18,MSW,JUVENILE,1361,1,3264,3,1,1,-1,75,76,5.87569,-162.145931,Forereef,Deep
HA1801,2018,PAL-1075,12336,Palmyra,2-Aug-18,MSW,ADULT,1361,1,3266,5,2.5,1,0,75,76,5.87569,-162.145931,Forereef,Deep
HA1801,2018,PAL-1075,12336,Palmyra,2-Aug-18,MSW,JUVENILE,1361,1,3268,5,1,1,0,75,76,5.87569,-162.145931,Forereef,Deep
HA1801,2018,PAL-1101,12341,Palmyra,2-Aug-18,ALG,JUVENILE,1379,1,3270,3,1,1,0,21,23,5.893973,-162.130087,Forereef,Mid
HA1801,2018,PAL-1101,12341,Palmyra,2-Aug-18,ALG,ADULT,1379,1,3272,3,2.5,1,0,21,23,5.893973,-162.130087,Forereef,Mid
HA1801,2018,PAL-1125,12337,Palmyra,2-Aug-18,MSW,ADULT,1363,1,3274,3,2.5,1,0,34,35,5.88169,-162.129581,Forereef,Mid
HA1801,2018,PAL-1125,12337,Palmyra,2-Aug-18,MSW,JUVENILE,1363,1,3276,3,1,1,0,34,35,5.88169,-162.129581,Forereef,Mid
HA1801,2018,PAL-1101,12341,Palmyra,2-Aug-18,ALG,ADULT,1379,1,3278,7,2.5,1,0,21,23,5.893973,-162.130087,Forereef,Mid
HA1801,2018,PAL-1075,12336,Palmyra,2-Aug-18,BH,ADULT,1361,1,3280,1,2.5,1,0,75,76,5.87569,-162.145931,Forereef,Deep
HA1801,2018,PAL-1075,12336,Palmyra,2-Aug-18,BH,JUVENILE,1361,1,3282,1,1,1,0,75,76,5.87569,-162.145931,Forereef,Deep
HA1801,2018,PAL-1075,12336,Palmyra,2-Aug-18,BH,ADULT,1361,1,3284,7,2.5,1,0,75,76,5.87569,-162.145931,Forereef,Deep
HA1801,2018,PAL-1111,12340,Palmyra,2-Aug-18,ALG,JUVENILE,1369,1,3296,3,1,1,0,48,51,5.897517,-162.09478,Forereef,Mid
HA1801,2018,PAL-1125,12337,Palmyra,2-Aug-18,MSW,ADULT,1363,1,3288,5,2.5,1,0,34,35,5.88169,-162.129581,Forereef,Mid
HA1801,2018,PAL-1125,12337,Palmyra,2-Aug-18,MSW,JUVENILE,1363,1,3290,5,1,1,0,34,35,5.88169,-162.129581,Forereef,Mid
HA1801,2018,PAL-1125,12337,Palmyra,2-Aug-18,BH,ADULT,1363,1,3292,1,2.5,1,0,34,35,5.88169,-162.129581,Forereef,Mid
HA1801,2018,PAL-1125,12337,Palmyra,2-Aug-18,BH,JUVENILE,1363,1,3294,1,1,1,0,34,35,5.88169,-162.129581,Forereef,Mid
HA1801,2018,PAL-1111,12340,Palmyra,2-Aug-18,ALG,ADULT,1369,1,3298,3,2.5,1,0,48,51,5.897517,-162.09478,Forereef,Mid
HA1801,2018,PAL-1125,12337,Palmyra,2-Aug-18,BH,ADULT,1363,1,3300,7,2.5,1,0,34,35,5.88169,-162.129581,Forereef,Mid
HA1801,2018,PAL-1182,12338,Palmyra,2-Aug-18,MSW,ADULT,1365,1,3302,3,2.5,1,0,12,16,5.877228,-162.119082,Forereef,Shallow
HA1801,2018,PAL-1182,12338,Palmyra,2-Aug-18,MSW,JUVENILE,1365,1,3304,3,1,1,0,12,16,5.877228,-162.119082,Forereef,Shallow
HA1801,2018,PAL-1182,12338,Palmyra,2-Aug-18,BH,ADULT,1365,1,3306,1,2.5,1,0,12,16,5.877228,-162.119082,Forereef,Shallow
HA1801,2018,PAL-1182,12338,Palmyra,2-Aug-18,BH,JUVENILE,1365,1,3308,1,1,1,0,12,16,5.877228,-162.119082,Forereef,Shallow
HA1801,2018,PAL-1182,12338,Palmyra,2-Aug-18,BH,ADULT,1365,1,3310,5,2.5,1,-,12,16,5.877228,-162.119082,Forereef,Shallow
HA1801,2018,PAL-1182,12338,Palmyra,2-Aug-18,BH,JUVENILE,1365,1,3312,5,1,1,0,12,16,5.877228,-162.119082,Forereef,Shallow
HA1801,2018,PAL-1182,12338,Palmyra,2-Aug-18,MSW,ADULT,1365,1,3314,7,2.5,1,0,12,16,5.877228,-162.119082,Forereef,Shallow
HA1801,2018,TUT-2854,11954,Tutuila,6-Jul-18,BH,ADULT,1065,1,1862,1,2.5,1,-,44,46,-14.365348,-170.75252,Forereef,Mid
HA1801,2018,TUT-2850,11952,Tutuila,6-Jul-18,BH,ADULT,1061,1,1866,5,2.5,1,-,73,75,-14.364336,-170.752103,Forereef,Deep
HA1801,2018,TUT-2850,11952,Tutuila,6-Jul-18,BH,JUVENILE,1061,1,1868,5,1,1,0,73,75,-14.364336,-170.752103,Forereef,Deep
HA1801,2018,TUT-2854,11954,Tutuila,6-Jul-18,BH,ADULT,1065,1,1870,7,2.5,1,0,44,46,-14.365348,-170.75252,Forereef,Mid
HA1801,2018,TUT-2852,11955,Tutuila,6-Jul-18,JDG,ADULT,1067,1,1872,7,2.5,1,0,61,63,-14.360848,-170.750407,Forereef,Deep
HA1801,2018,TUT-2854,11954,Tutuila,6-Jul-18,JDG,JUVENILE,1065,1,1878,5,1,1,0,44,46,-14.365348,-170.75252,Forereef,Mid
HA1801,2018,TUT-2855,11953,Tutuila,6-Jul-18,BH,ADULT,1063,1,1880,5,2.5,1,0,43,45,-14.360105,-170.749262,Forereef,Mid
HA1801,2018,TUT-2855,11953,Tutuila,6-Jul-18,BH,JUVENILE,1063,1,1882,5,1,1,0,43,45,-14.360105,-170.749262,Forereef,Mid
HA1801,2018,TUT-2850,11952,Tutuila,6-Jul-18,MSW,ADULT,1061,1,1886,7,2.5,1,0,73,75,-14.364336,-170.752103,Forereef,Deep
HA1801,2018,TUT-2852,11955,Tutuila,6-Jul-18,BVA,JUVENILE,1067,1,1906,3,1,1,0,61,63,-14.360848,-170.750407,Forereef,Deep
HA1801,2018,TUT-2855,11953,Tutuila,6-Jul-18,BVA,ADULT,1063,1,1908,3,2.5,1,0,43,45,-14.360105,-170.749262,Forereef,Mid
HA1801,2018,OFU-987,11972,Ofu & Olosega,7-Jul-18,BH,ADULT,1081,1,1922,3,2.5,1,0,74,76,-14.186709,-169.663998,Forereef,Deep
HA1801,2018,OFU-987,11972,Ofu & Olosega,7-Jul-18,BH,JUVENILE,1081,1,1924,3,1,1,0,74,76,-14.186709,-169.663998,Forereef,Deep
HA1801,2018,OFU-1014,11973,Ofu & Olosega,7-Jul-18,BH,JUVENILE,1083,1,1932,3,1,1,0,24,27,-14.178103,-169.65009,Forereef,Mid
HA1801,2018,OFU-1049,11982,Ofu & Olosega,7-Jul-18,MSW,ADULT,1089,1,1940,1,2.5,1,0,71,73,-14.176085,-169.648038,Forereef,Deep
HA1801,2018,OFU-1049,11982,Ofu & Olosega,7-Jul-18,MSW,JUVENILE,1089,1,1942,1,1,1,0,71,73,-14.176085,-169.648038,Forereef,Deep
HA1801,2018,OFU-1014,11973,Ofu & Olosega,7-Jul-18,MAR,ADULT,1083,1,1954,1,2.5,1,0,24,27,-14.178103,-169.65009,Forereef,Mid
HA1801,2018,OFU-1049,11982,Ofu & Olosega,7-Jul-18,BVA,JUVENILE,1089,1,1964,5,1,1,0,71,73,-14.176085,-169.648038,Forereef,Deep
HA1801,2018,OFU-1024,11984,Ofu & Olosega,7-Jul-18,BVA,ADULT,1093,1,1966,3,2.5,1,0,46,50,-14.176668,-169.628432,Forereef,Mid
HA1801,2018,OFU-1045,11975,Ofu & Olosega,7-Jul-18,MAR,ADULT,1087,1,2008,3,2.5,1,0,52,54,-14.174067,-169.644303,Forereef,Mid
HA1801,2018,OFU-1024,11984,Ofu & Olosega,7-Jul-18,MSW,ADULT,1093,1,2016,1,2.5,1,0,46,50,-14.176668,-169.628432,Forereef,Mid
HA1801,2018,OFU-1045,11975,Ofu & Olosega,7-Jul-18,BH,ADULT,1087,1,2018,1,2.5,1,0,52,54,-14.174067,-169.644303,Forereef,Mid
HA1801,2018,OFU-1031,11994,Ofu & Olosega,9-Jul-18,MAR,ADULT,1105,1,2068,5,2.5,1,0,12,14,-14.166198,-169.627529,Forereef,Shallow
HA1801,2018,OFU-1031,11994,Ofu & Olosega,9-Jul-18,BVA,ADULT,1105,1,2074,1,2.5,1,0,12,14,-14.166198,-169.627529,Forereef,Shallow
HA1801,2018,OFU-1031,11994,Ofu & Olosega,9-Jul-18,BVA,JUVENILE,1105,1,2076,1,1,1,0,12,14,-14.166198,-169.627529,Forereef,Shallow
HA1801,2018,OFU-1047,11996,Ofu & Olosega,9-Jul-18,MSW,JUVENILE,1109,1,2094,5,1,1,-1,54,64,-14.160672,-169.667964,Forereef,Deep
HA1801,2018,OFU-1034,11998,Ofu & Olosega,9-Jul-18,MSW,ADULT,1113,1,2112,3,2.5,1,0,16,20,-14.164042,-169.659891,Forereef,Shallow
HA1801,2018,OFU-1051,12012,Ofu & Olosega,10-Jul-18,MAR,ADULT,1121,1,2194,5,2.5,1,0,44,45,-14.163539,-169.687395,Forereef,Mid
HA1801,2018,TAU-1071,12031,Tau,11-Jul-18,MSW,JUVENILE,1145,1,2256,1,1,1,0,12,14,-14.263273,-169.498991,Forereef,Shallow
HA1801,2018,TAU-1071,12031,Tau,11-Jul-18,BH,JUVENILE,1145,1,2232,3,1,1,0,12,14,-14.263273,-169.498991,Forereef,Shallow
HA1801,2018,TAU-1032,12067,Tau,12-Jul-18,MAR,JUVENILE,1169,1,2284,5,1,1,-1,35,37,-14.214405,-169.488093,Forereef,Mid
HA1801,2018,TAU-1032,12067,Tau,12-Jul-18,JDG,ADULT,1169,1,2294,3,2.5,1,0,35,37,-14.214405,-169.488093,Forereef,Mid
HA1801,2018,TAU-1034,12053,Tau,12-Jul-18,BH,ADULT,1163,1,2300,5,2.5,1,0,51,51,-14.214847,-169.502174,Forereef,Mid
HA1801,2018,TAU-1016,12055,Tau,12-Jul-18,BH,JUVENILE,1167,1,2320,1,1,1,0,23,23,-14.22437,-169.519716,Forereef,Shallow
HA1801,2018,TAU-1080,12054,Tau,12-Jul-18,BVA,ADULT,1165,1,2352,7,2.5,1,0,36,49,-14.228211,-169.518733,Forereef,Mid
HA1801,2018,TAU-1000,12052,Tau,12-Jul-18,BVA,ADULT,1161,1,2356,3,2.5,1,0,71,72,-14.219627,-169.517695,Forereef,Deep
HA1801,2018,TAU-1000,12052,Tau,12-Jul-18,BVA,ADULT,1161,1,2360,5,2.5,1,-,71,72,-14.219627,-169.517695,Forereef,Deep
HA1801,2018,TAU-1034,12053,Tau,12-Jul-18,BVA,ADULT,1163,1,2364,3,2.5,1,0,51,51,-14.214847,-169.502174,Forereef,Mid
HA1801,2018,ROS-1101,12093,Rose,14-Jul-18,MAR,ADULT,1183,1,2384,3,2.5,1,0,38,40,-14.536229,-168.163882,Forereef,Mid
HA1801,2018,ROS-1071,12094,Rose,14-Jul-18,MAR,ADULT,1185,1,2392,3,2.5,1,0,33,36,-14.54374,-168.171819,Forereef,Mid
HA1801,2018,ROS-1101,12093,Rose,14-Jul-18,MSW,ADULT,1183,1,2394,7,2.5,1,0,38,40,-14.536229,-168.163882,Forereef,Mid
HA1801,2018,ROS-1101,12093,Rose,14-Jul-18,MSW,JUVENILE,1183,1,2398,1,1,1,0,38,40,-14.536229,-168.163882,Forereef,Mid
HA1801,2018,ROS-1071,12094,Rose,14-Jul-18,MAR,ADULT,1185,1,2402,5,2.5,1,0,33,36,-14.54374,-168.171819,Forereef,Mid
HA1801,2018,ROS-1070,12095,Rose,14-Jul-18,MAR,ADULT,1187,1,2406,3,2.5,1,0,62,65,-14.546095,-168.170684,Forereef,Deep
HA1801,2018,ROS-5001,12103,Rose,14-Jul-18,BH,ADULT,1195,1,2416,1,2.5,1,0,16,22,-14.550748,-168.167005,Forereef,Shallow
HA1801,2018,ROS-1048,12100,Rose,14-Jul-18,BVA,JUVENILE,1189,1,2448,5,1,1,0,63,67,-14.541729,-168.14392,Forereef,Deep
HA1801,2018,ROS-1067,12101,Rose,14-Jul-18,BVA,ADULT,1191,1,2460,5,2.5,1,0,42,44,-14.537016,-168.146952,Forereef,Mid
HA1801,2018,ROS-1067,12101,Rose,14-Jul-18,BVA,JUVENILE,1191,1,2462,5,1,1,0,42,44,-14.537016,-168.146952,Forereef,Mid
HA1801,2018,ROS-1056,12102,Rose,14-Jul-18,BVA,ADULT,1193,1,2464,3,2.5,1,0,36,38,-14.554979,-168.147469,Forereef,Mid
HA1801,2018,ROS-1056,12102,Rose,14-Jul-18,BVA,JUVENILE,1193,1,2466,3,1,1,0,36,38,-14.554979,-168.147469,Forereef,Mid
HA1801,2018,ROS-1056,12102,Rose,14-Jul-18,BVA,ADULT,1193,1,2468,5,2.5,1,0,36,38,-14.554979,-168.147469,Forereef,Mid
HA1801,2018,ROS-5001,12103,Rose,14-Jul-18,BVA,JUVENILE,1195,1,2480,5,1,1,-1,16,22,-14.550748,-168.167005,Forereef,Shallow
HA1801,2018,ROS-5001,12103,Rose,14-Jul-18,BVA,ADULT,1195,1,2474,3,2.5,1,0,16,22,-14.550748,-168.167005,Forereef,Shallow
HA1801,2018,ROS-1080,12114,Rose,15-Jul-18,BH,ADULT,1205,1,2516,5,2.5,1,0,14,17,-14.537835,-168.170758,Forereef,Shallow
HA1801,2018,ROS-1076,12122,Rose,15-Jul-18,BVA,ADULT,1211,1,2530,3,2.5,1,0,54,56,-14.539075,-168.145745,Forereef,Shallow
HA1801,2018,ROS-1045,12112,Rose,15-Jul-18,MSW,JUVENILE,1201,1,2534,1,1,1,0,65,70,-14.5353,-168.16157,Forereef,Deep
HA1801,2018,ROS-1105,12116,Rose,15-Jul-18,BH,JUVENILE,1209,1,2542,1,1,1,0,29,32,-14.537268,-168.168625,Forereef,Mid
HA1801,2018,ROS-1062,12113,Rose,15-Jul-18,MSW,JUVENILE,1203,1,2548,3,1,1,0,48,50,-14.541813,-168.17255,Forereef,Mid
HA1801,2018,ROS-1105,12116,Rose,15-Jul-18,BH,ADULT,1209,1,2550,5,2.5,1,0,29,32,-14.537268,-168.168625,Forereef,Mid
HA1801,2018,ROS-1062,12113,Rose,15-Jul-18,BH,ADULT,1203,1,2560,1,2.5,1,0,48,50,-14.541813,-168.17255,Forereef,Mid
HA1801,2018,ROS-1062,12113,Rose,15-Jul-18,BH,JUVENILE,1203,1,2562,1,1,1,0,48,50,-14.541813,-168.17255,Forereef,Mid
HA1801,2018,ROS-1053,12124,Rose,15-Jul-18,BVA,ADULT,1215,1,2578,5,2.5,1,0,39,44,-14.53228,-168.1577,Forereef,Shallow
HA1801,2018,TAU-1009,12137,Tau,16-Jul-18,BH,JUVENILE,1221,1,2598,1,1,1,0,72,76,-14.211552,-169.442288,Forereef,Deep
HA1801,2018,TAU-1011,12138,Tau,16-Jul-18,BH,JUVENILE,1223,1,2634,3,1,1,0,63,66,-14.209873,-169.430309,Forereef,Deep
HA1801,2018,TAU-1021,12146,Tau,16-Jul-18,MAR,ADULT,1231,1,2612,1,2.5,1,0,47,54,-14.25583,-169.420032,Forereef,Mid
HA1801,2018,TAU-1077,12139,Tau,16-Jul-18,BH,ADULT,1225,1,2638,3,2.5,1,0,38,39,-14.234642,-169.41888,Forereef,Mid
HA1801,2018,TAU-1077,12139,Tau,16-Jul-18,BH,JUVENILE,1225,1,2640,3,1,1,0,38,39,-14.234642,-169.41888,Forereef,Mid
HA1801,2018,TAU-1009,12137,Tau,16-Jul-18,MSW,JUVENILE,1221,1,2642,5,1,1,0,72,76,-14.211552,-169.442288,Forereef,Deep
HA1801,2018,TAU-1011,12138,Tau,16-Jul-18,BH,ADULT,1223,1,2644,5,1.5,1,0,63,66,-14.209873,-169.430309,Forereef,Deep
HA1801,2018,TAU-1074,12147,Tau,16-Jul-18,MAR,JUVENILE,1233,1,2660,3,1,1,-,17,21,-14.267674,-169.496253,Forereef,Shallow
HA1801,2018,TUT-3021,12161,Tutuila,17-Jul-18,MAR,JUVENILE,1243,1,2668,1,1,1,0,48,53,-14.343739,-170.789134,Forereef,Mid
HA1801,2018,TUT-3026,12163,Tutuila,17-Jul-18,MAR,JUVENILE,1247,1,2686,1,1,1,0,15,17,-14.330663,-170.814113,Forereef,Shallow
HA1801,2018,TUT-3026,12163,Tutuila,17-Jul-18,BH,JUVENILE,1247,1,2702,5,1,1,0,15,17,-14.330663,-170.814113,Forereef,Shallow
HA1801,2018,TUT-3020,12162,Tutuila,17-Jul-18,BVA,ADULT,1245,1,2710,3,2.5,1,0,42,45,-14.336623,-170.804069,Forereef,Mid
HA1801,2018,TUT-5005,11941,Tutuila,5-Jul-18,MAR,JUVENILE,1045,1,1844,1,1,1,0,43,45,-14.276832,-170.557578,Forereef,Mid
HA1801,2018,TUT-2854,11954,Tutuila,6-Jul-18,BH,JUVENILE,1065,1,1864,1,1,1,0,44,46,-14.365348,-170.75252,Forereef,Mid
HA1801,2018,TUT-2854,11954,Tutuila,6-Jul-18,JDG,ADULT,1065,1,1876,5,2.5,1,0,44,46,-14.365348,-170.75252,Forereef,Mid
HA1801,2018,TUT-2855,11953,Tutuila,6-Jul-18,JDG,ADULT,1063,1,1890,1,2.5,1,0,43,45,-14.360105,-170.749262,Forereef,Mid
HA1801,2018,TUT-2855,11953,Tutuila,6-Jul-18,MSW,ADULT,1063,1,1902,7,2.5,1,0,43,45,-14.360105,-170.749262,Forereef,Mid
HA1801,2018,TUT-2855,11953,Tutuila,6-Jul-18,BVA,JUVENILE,1063,1,1910,3,1,1,0,43,45,-14.360105,-170.749262,Forereef,Mid
HA1801,2018,TUT-2850,11952,Tutuila,6-Jul-18,BVA,ADULT,1061,1,1912,3,2.5,1,0,73,75,-14.364336,-170.752103,Forereef,Deep
HA1801,2018,TUT-2850,11952,Tutuila,6-Jul-18,BVA,JUVENILE,1061,1,1914,3,1,1,0,73,75,-14.364336,-170.752103,Forereef,Deep
