SEGMENTID,COLONYID,SPECIES,COLONYLENGTH,COLONYWIDTH,MORPH_CODE,SITE,DATE_,TRANSECTNUM,SITEVISITID,SEGMENT,SEGLENGTH,SEGWIDTH,TRANSECTID,DIVER,REGION,ISLANDCODE,OBS_YEAR,GENUS,S_ORDER,MISSIONID,ISLAND,REEF_ZONE,HABITAT_CODE,DEPTH_BIN,LATITUDE,LONGITUDE,MIN_DEPTH,MAX_DEPTH,REGION_NAME
2772,-,LPUR,3,-,EM,TUT-2812,18-Jul-18,1,12180,3,1,1,1265,BVA,SAMOA,TUT,2018,Leptastrea,Scleractinia,HA1801,Tutuila,Forereef,AGR,Mid,-14.295019,-170.558202,44,48,American Samoa
2772,-,LPUR,4,-,EM,TUT-2812,18-Jul-18,1,12180,3,1,1,1265,BVA,SAMOA,TUT,2018,Leptastrea,Scleractinia,HA1801,Tutuila,Forereef,AGR,Mid,-14.295019,-170.558202,44,48,American Samoa
2772,-,LPUR,4,-,EM,TUT-2812,18-Jul-18,1,12180,3,1,1,1265,BVA,SAMOA,TUT,2018,Leptastrea,Scleractinia,HA1801,Tutuila,Forereef,AGR,Mid,-14.295019,-170.558202,44,48,American Samoa
2772,-,GASP,2,-,CO,TUT-2812,18-Jul-18,1,12180,3,1,1,1265,BVA,SAMOA,TUT,2018,Galaxea,Scleractinia,HA1801,Tutuila,Forereef,AGR,Mid,-14.295019,-170.558202,44,48,American Samoa
2776,-,MOSP,1.6,-,EM,TUT-2806,18-Jul-18,1,12178,5,1,1,1261,BH,SAMOA,TUT,2018,Montipora,Scleractinia,HA1801,Tutuila,Forereef,AGR,Deep,-14.293038,-170.55251,62,65,American Samoa
2776,-,MOSP,2.1,-,EM,TUT-2806,18-Jul-18,1,12178,5,1,1,1261,BH,SAMOA,TUT,2018,Montipora,Scleractinia,HA1801,Tutuila,Forereef,AGR,Deep,-14.293038,-170.55251,62,65,American Samoa
2776,-,ACSP,4.6,-,KN,TUT-2806,18-Jul-18,1,12178,5,1,1,1261,BH,SAMOA,TUT,2018,Acropora,Scleractinia,HA1801,Tutuila,Forereef,AGR,Deep,-14.293038,-170.55251,62,65,American Samoa
2776,-,PAVS,1.6,-,EM,TUT-2806,18-Jul-18,1,12178,5,1,1,1261,BH,SAMOA,TUT,2018,Pavona,Scleractinia,HA1801,Tutuila,Forereef,AGR,Deep,-14.293038,-170.55251,62,65,American Samoa
2780,-,MOSP,4.2,-,EM,TUT-2803,18-Jul-18,1,12179,5,1,1,1263,BH,SAMOA,TUT,2018,Montipora,Scleractinia,HA1801,Tutuila,Forereef,AGR,Deep,-14.29288,-170.54982,70,72,American Samoa
2780,-,MOSP,3.4,-,EM,TUT-2803,18-Jul-18,1,12179,5,1,1,1263,BH,SAMOA,TUT,2018,Montipora,Scleractinia,HA1801,Tutuila,Forereef,AGR,Deep,-14.29288,-170.54982,70,72,American Samoa
2780,-,MOSP,1,-,EM,TUT-2803,18-Jul-18,1,12179,5,1,1,1263,BH,SAMOA,TUT,2018,Montipora,Scleractinia,HA1801,Tutuila,Forereef,AGR,Deep,-14.29288,-170.54982,70,72,American Samoa
2780,-,MOSP,1.2,-,EM,TUT-2803,18-Jul-18,1,12179,5,1,1,1263,BH,SAMOA,TUT,2018,Montipora,Scleractinia,HA1801,Tutuila,Forereef,AGR,Deep,-14.29288,-170.54982,70,72,American Samoa
2780,-,MOSP,2.2,-,EM,TUT-2803,18-Jul-18,1,12179,5,1,1,1263,BH,SAMOA,TUT,2018,Montipora,Scleractinia,HA1801,Tutuila,Forereef,AGR,Deep,-14.29288,-170.54982,70,72,American Samoa
2780,-,MOSP,0.8,-,EM,TUT-2803,18-Jul-18,1,12179,5,1,1,1263,BH,SAMOA,TUT,2018,Montipora,Scleractinia,HA1801,Tutuila,Forereef,AGR,Deep,-14.29288,-170.54982,70,72,American Samoa
2780,-,MOSP,0.6,-,EM,TUT-2803,18-Jul-18,1,12179,5,1,1,1263,BH,SAMOA,TUT,2018,Montipora,Scleractinia,HA1801,Tutuila,Forereef,AGR,Deep,-14.29288,-170.54982,70,72,American Samoa
2780,-,POCS,2.2,-,KN,TUT-2803,18-Jul-18,1,12179,5,1,1,1263,BH,SAMOA,TUT,2018,Pocillopora,Scleractinia,HA1801,Tutuila,Forereef,AGR,Deep,-14.29288,-170.54982,70,72,American Samoa
2786,-,MOSP,3.4,-,EM,TUT-2812,18-Jul-18,1,12180,5,1,1,1265,BH,SAMOA,TUT,2018,Montipora,Scleractinia,HA1801,Tutuila,Forereef,AGR,Mid,-14.295019,-170.558202,44,48,American Samoa
2786,-,MOSP,4.2,-,EM,TUT-2812,18-Jul-18,1,12180,5,1,1,1265,BH,SAMOA,TUT,2018,Montipora,Scleractinia,HA1801,Tutuila,Forereef,AGR,Mid,-14.295019,-170.558202,44,48,American Samoa
2786,-,MOSP,3.8,-,EM,TUT-2812,18-Jul-18,1,12180,5,1,1,1265,BH,SAMOA,TUT,2018,Montipora,Scleractinia,HA1801,Tutuila,Forereef,AGR,Mid,-14.295019,-170.558202,44,48,American Samoa
2786,-,PCHI,3,-,EM,TUT-2812,18-Jul-18,1,12180,5,1,1,1265,BH,SAMOA,TUT,2018,Pavona,Scleractinia,HA1801,Tutuila,Forereef,AGR,Mid,-14.295019,-170.558202,44,48,American Samoa
2786,-,AMYR,3,-,EM,TUT-2812,18-Jul-18,1,12180,5,1,1,1265,BH,SAMOA,TUT,2018,Astreopora,Scleractinia,HA1801,Tutuila,Forereef,AGR,Mid,-14.295019,-170.558202,44,48,American Samoa
2786,-,LPUR,2.4,-,EM,TUT-2812,18-Jul-18,1,12180,5,1,1,1265,BH,SAMOA,TUT,2018,Leptastrea,Scleractinia,HA1801,Tutuila,Forereef,AGR,Mid,-14.295019,-170.558202,44,48,American Samoa
2786,-,POSP,1.2,-,EM,TUT-2812,18-Jul-18,1,12180,5,1,1,1265,BH,SAMOA,TUT,2018,Porites,Scleractinia,HA1801,Tutuila,Forereef,AGR,Mid,-14.295019,-170.558202,44,48,American Samoa
2786,-,POSP,3.4,-,EM,TUT-2812,18-Jul-18,1,12180,5,1,1,1265,BH,SAMOA,TUT,2018,Porites,Scleractinia,HA1801,Tutuila,Forereef,AGR,Mid,-14.295019,-170.558202,44,48,American Samoa
2790,-,LPUR,3.2,-,EM,TUT-2808,18-Jul-18,1,12181,5,1,1,1267,BH,SAMOA,TUT,2018,Leptastrea,Scleractinia,HA1801,Tutuila,Forereef,PAV,Mid,-14.296497,-170.566111,46,46,American Samoa
2790,-,MOSP,2,-,EM,TUT-2808,18-Jul-18,1,12181,5,1,1,1267,BH,SAMOA,TUT,2018,Montipora,Scleractinia,HA1801,Tutuila,Forereef,PAV,Mid,-14.296497,-170.566111,46,46,American Samoa
2806,-,MOSP,4,-,EM,TUT-2806,18-Jul-18,1,12178,1,1,1,1261,MAR,SAMOA,TUT,2018,Montipora,Scleractinia,HA1801,Tutuila,Forereef,AGR,Deep,-14.293038,-170.55251,62,65,American Samoa
2806,-,MOSP,3.2,-,KN,TUT-2806,18-Jul-18,1,12178,1,1,1,1261,MAR,SAMOA,TUT,2018,Montipora,Scleractinia,HA1801,Tutuila,Forereef,AGR,Deep,-14.293038,-170.55251,62,65,American Samoa
2806,-,LPUR,4,-,EM,TUT-2806,18-Jul-18,1,12178,1,1,1,1261,MAR,SAMOA,TUT,2018,Leptastrea,Scleractinia,HA1801,Tutuila,Forereef,AGR,Deep,-14.293038,-170.55251,62,65,American Samoa
2066,-,MOSP,3,-,EM,OFU-1031,9-Jul-18,1,11994,5,1,1,1105,MAR,SAMOA,OFU,2018,Montipora,Scleractinia,HA1801,Ofu & Olosega,Forereef,AGR,Shallow,-14.166198,-169.627529,12,14,American Samoa
2066,-,MOSP,3.4,-,EM,OFU-1031,9-Jul-18,1,11994,5,1,1,1105,MAR,SAMOA,OFU,2018,Montipora,Scleractinia,HA1801,Ofu & Olosega,Forereef,AGR,Shallow,-14.166198,-169.627529,12,14,American Samoa
2066,-,MOSP,4,-,EM,OFU-1031,9-Jul-18,1,11994,5,1,1,1105,MAR,SAMOA,OFU,2018,Montipora,Scleractinia,HA1801,Ofu & Olosega,Forereef,AGR,Shallow,-14.166198,-169.627529,12,14,American Samoa
2066,-,MOSP,1,-,EM,OFU-1031,9-Jul-18,1,11994,5,1,1,1105,MAR,SAMOA,OFU,2018,Montipora,Scleractinia,HA1801,Ofu & Olosega,Forereef,AGR,Shallow,-14.166198,-169.627529,12,14,American Samoa
2056,-,ACSP,3,-,EM,OFU-985,9-Jul-18,1,11993,3,1,1,1103,BH,SAMOA,OFU,2018,Acropora,Scleractinia,HA1801,Ofu & Olosega,Forereef,AGR,Deep,-14.161003,-169.638342,63,65,American Samoa
2076,-,FAVS,1,-,EM,OFU-1031,9-Jul-18,1,11994,1,1,1,1105,BVA,SAMOA,OFU,2018,Favites,Scleractinia,HA1801,Ofu & Olosega,Forereef,AGR,Shallow,-14.166198,-169.627529,12,14,American Samoa
2114,-,POSP,2,-,MD,OFU-1034,9-Jul-18,1,11998,3,1,1,1113,MSW,SAMOA,OFU,2018,Porites,Scleractinia,HA1801,Ofu & Olosega,Forereef,AGR,Shallow,-14.164042,-169.659891,16,20,American Samoa
2114,-,POSP,3.2,-,EM,OFU-1034,9-Jul-18,1,11998,3,1,1,1113,MSW,SAMOA,OFU,2018,Porites,Scleractinia,HA1801,Ofu & Olosega,Forereef,AGR,Shallow,-14.164042,-169.659891,16,20,American Samoa
2196,-,MOSP,3,-,EM,OFU-1051,10-Jul-18,1,12012,5,1,1,1121,MAR,SAMOA,OFU,2018,Montipora,Scleractinia,HA1801,Ofu & Olosega,Forereef,AGR,Mid,-14.163539,-169.687395,44,45,American Samoa
2200,-,ICRA,4,-,EM,OFU-1013,10-Jul-18,1,12014,1,1,1,1125,BVA,SAMOA,OFU,2018,Isopora,Scleractinia,HA1801,Ofu & Olosega,Forereef,AGR,Mid,-14.163059,-169.685125,25,25,American Samoa
2234,-,FAVS,2.4,-,EM,TAU-1056,11-Jul-18,1,12029,3,1,1,1141,BH,SAMOA,TAU,2018,Favites,Scleractinia,HA1801,Tau,Forereef,AGR,Deep,-14.26508,-169.499003,64,66,American Samoa
2234,-,POSP,2.2,-,EM,TAU-1056,11-Jul-18,1,12029,3,1,1,1141,BH,SAMOA,TAU,2018,Porites,Scleractinia,HA1801,Tau,Forereef,AGR,Deep,-14.26508,-169.499003,64,66,American Samoa
2234,-,POSP,4,-,EM,TAU-1056,11-Jul-18,1,12029,3,1,1,1141,BH,SAMOA,TAU,2018,Porites,Scleractinia,HA1801,Tau,Forereef,AGR,Deep,-14.26508,-169.499003,64,66,American Samoa
2234,-,PVAR,4.6,-,EM,TAU-1056,11-Jul-18,1,12029,3,1,1,1141,BH,SAMOA,TAU,2018,Pavona,Scleractinia,HA1801,Tau,Forereef,AGR,Deep,-14.26508,-169.499003,64,66,American Samoa
2234,-,MOSP,4.2,-,EM,TAU-1056,11-Jul-18,1,12029,3,1,1,1141,BH,SAMOA,TAU,2018,Montipora,Scleractinia,HA1801,Tau,Forereef,AGR,Deep,-14.26508,-169.499003,64,66,American Samoa
2234,-,ACSP,2.4,-,EM,TAU-1056,11-Jul-18,1,12029,3,1,1,1141,BH,SAMOA,TAU,2018,Acropora,Scleractinia,HA1801,Tau,Forereef,AGR,Deep,-14.26508,-169.499003,64,66,American Samoa
2234,-,GEDW,4,-,EM,TAU-1056,11-Jul-18,1,12029,3,1,1,1141,BH,SAMOA,TAU,2018,Goniastrea,Scleractinia,HA1801,Tau,Forereef,AGR,Deep,-14.26508,-169.499003,64,66,American Samoa
2234,-,ACSP,1.6,-,EM,TAU-1056,11-Jul-18,1,12029,3,1,1,1141,BH,SAMOA,TAU,2018,Acropora,Scleractinia,HA1801,Tau,Forereef,AGR,Deep,-14.26508,-169.499003,64,66,American Samoa
2234,-,POSP,1.4,-,EM,TAU-1056,11-Jul-18,1,12029,3,1,1,1141,BH,SAMOA,TAU,2018,Porites,Scleractinia,HA1801,Tau,Forereef,AGR,Deep,-14.26508,-169.499003,64,66,American Samoa
2234,-,PCHI,1.8,-,EM,TAU-1056,11-Jul-18,1,12029,3,1,1,1141,BH,SAMOA,TAU,2018,Pavona,Scleractinia,HA1801,Tau,Forereef,AGR,Deep,-14.26508,-169.499003,64,66,American Samoa
2234,-,MOSP,2.2,-,EM,TAU-1056,11-Jul-18,1,12029,3,1,1,1141,BH,SAMOA,TAU,2018,Montipora,Scleractinia,HA1801,Tau,Forereef,AGR,Deep,-14.26508,-169.499003,64,66,American Samoa
2562,-,POSP,4,-,EM,ROS-1062,15-Jul-18,1,12113,1,1,1,1203,BH,SAMOA,ROS,2018,Porites,Scleractinia,HA1801,Rose,Forereef,AGR,Mid,-14.541813,-168.17255,48,50,American Samoa
2588,-,FSTE,3.6,-,EM,ROS-1045,15-Jul-18,1,12112,5,1,1,1201,BH,SAMOA,ROS,2018,Favia,Scleractinia,HA1801,Rose,Forereef,AGR,Deep,-14.5353,-168.16157,65,70,American Samoa
2642,-,ACSP,4.2,-,EM,TAU-1009,16-Jul-18,1,12137,5,1,1,1221,MSW,SAMOA,TAU,2018,Acropora,Scleractinia,HA1801,Tau,Forereef,AGR,Deep,-14.211552,-169.442288,72,76,American Samoa
2642,-,ACSP,2.5,-,EM,TAU-1009,16-Jul-18,1,12137,5,1,1,1221,MSW,SAMOA,TAU,2018,Acropora,Scleractinia,HA1801,Tau,Forereef,AGR,Deep,-14.211552,-169.442288,72,76,American Samoa
2642,-,ACSP,3,-,EM,TAU-1009,16-Jul-18,1,12137,5,1,1,1221,MSW,SAMOA,TAU,2018,Acropora,Scleractinia,HA1801,Tau,Forereef,AGR,Deep,-14.211552,-169.442288,72,76,American Samoa
2642,-,FUSP,2.2,-,PL,TAU-1009,16-Jul-18,1,12137,5,1,1,1221,MSW,SAMOA,TAU,2018,Fungia,Scleractinia,HA1801,Tau,Forereef,AGR,Deep,-14.211552,-169.442288,72,76,American Samoa
2642,-,FUSP,2,-,PL,TAU-1009,16-Jul-18,1,12137,5,1,1,1221,MSW,SAMOA,TAU,2018,Fungia,Scleractinia,HA1801,Tau,Forereef,AGR,Deep,-14.211552,-169.442288,72,76,American Samoa
2642,-,FUSP,1,-,PL,TAU-1009,16-Jul-18,1,12137,5,1,1,1221,MSW,SAMOA,TAU,2018,Fungia,Scleractinia,HA1801,Tau,Forereef,AGR,Deep,-14.211552,-169.442288,72,76,American Samoa
2642,-,FUSP,1.5,-,PL,TAU-1009,16-Jul-18,1,12137,5,1,1,1221,MSW,SAMOA,TAU,2018,Fungia,Scleractinia,HA1801,Tau,Forereef,AGR,Deep,-14.211552,-169.442288,72,76,American Samoa
2642,-,FUSP,1.7,-,PL,TAU-1009,16-Jul-18,1,12137,5,1,1,1221,MSW,SAMOA,TAU,2018,Fungia,Scleractinia,HA1801,Tau,Forereef,AGR,Deep,-14.211552,-169.442288,72,76,American Samoa
2642,-,FUSP,2.8,-,PL,TAU-1009,16-Jul-18,1,12137,5,1,1,1221,MSW,SAMOA,TAU,2018,Fungia,Scleractinia,HA1801,Tau,Forereef,AGR,Deep,-14.211552,-169.442288,72,76,American Samoa
2648,-,MOSP,4.2,-,EM,TAU-1077,16-Jul-18,1,12139,1,1,1,1225,BH,SAMOA,TAU,2018,Montipora,Scleractinia,HA1801,Tau,Forereef,AGR,Mid,-14.234642,-169.41888,38,39,American Samoa
2648,-,AMYR,1.4,-,EM,TAU-1077,16-Jul-18,1,12139,1,1,1,1225,BH,SAMOA,TAU,2018,Astreopora,Scleractinia,HA1801,Tau,Forereef,AGR,Mid,-14.234642,-169.41888,38,39,American Samoa
2668,-,MOSP,4,-,EM,TUT-3021,17-Jul-18,1,12161,1,1,1,1243,MAR,SAMOA,TUT,2018,Montipora,Scleractinia,HA1801,Tutuila,Forereef,AGR,Mid,-14.343739,-170.789134,48,53,American Samoa
2668,-,PCHI,3,-,EM,TUT-3021,17-Jul-18,1,12161,1,1,1,1243,MAR,SAMOA,TUT,2018,Pavona,Scleractinia,HA1801,Tutuila,Forereef,AGR,Mid,-14.343739,-170.789134,48,53,American Samoa
2668,-,PCHI,1.8,-,EM,TUT-3021,17-Jul-18,1,12161,1,1,1,1243,MAR,SAMOA,TUT,2018,Pavona,Scleractinia,HA1801,Tutuila,Forereef,AGR,Mid,-14.343739,-170.789134,48,53,American Samoa
2668,-,PCHI,1.8,-,EM,TUT-3021,17-Jul-18,1,12161,1,1,1,1243,MAR,SAMOA,TUT,2018,Pavona,Scleractinia,HA1801,Tutuila,Forereef,AGR,Mid,-14.343739,-170.789134,48,53,American Samoa
2668,-,PCHI,0.8,-,EM,TUT-3021,17-Jul-18,1,12161,1,1,1,1243,MAR,SAMOA,TUT,2018,Pavona,Scleractinia,HA1801,Tutuila,Forereef,AGR,Mid,-14.343739,-170.789134,48,53,American Samoa
2668,-,PCHI,1.4,-,EM,TUT-3021,17-Jul-18,1,12161,1,1,1,1243,MAR,SAMOA,TUT,2018,Pavona,Scleractinia,HA1801,Tutuila,Forereef,AGR,Mid,-14.343739,-170.789134,48,53,American Samoa
2668,-,PCHI,3.7,-,EM,TUT-3021,17-Jul-18,1,12161,1,1,1,1243,MAR,SAMOA,TUT,2018,Pavona,Scleractinia,HA1801,Tutuila,Forereef,AGR,Mid,-14.343739,-170.789134,48,53,American Samoa
2686,-,MOSP,3,-,KN,TUT-3026,17-Jul-18,1,12163,1,1,1,1247,MAR,SAMOA,TUT,2018,Montipora,Scleractinia,HA1801,Tutuila,Forereef,AGR,Shallow,-14.330663,-170.814113,15,17,American Samoa
2686,-,PCHI,1.9,-,EM,TUT-3026,17-Jul-18,1,12163,1,1,1,1247,MAR,SAMOA,TUT,2018,Pavona,Scleractinia,HA1801,Tutuila,Forereef,AGR,Shallow,-14.330663,-170.814113,15,17,American Samoa
2696,-,MOSP,4,-,EM,TUT-3023,17-Jul-18,1,12164,1,1,1,1249,MAR,SAMOA,TUT,2018,Montipora,Scleractinia,HA1801,Tutuila,Forereef,AGR,Shallow,-14.326863,-170.833775,16,18,American Samoa
2696,-,ICRA,4,-,EM,TUT-3023,17-Jul-18,1,12164,1,1,1,1249,MAR,SAMOA,TUT,2018,Isopora,Scleractinia,HA1801,Tutuila,Forereef,AGR,Shallow,-14.326863,-170.833775,16,18,American Samoa
2732,-,MOSP,3,-,EM,TUT-3023,17-Jul-18,1,12164,3,1,1,1249,BVA,SAMOA,TUT,2018,Montipora,Scleractinia,HA1801,Tutuila,Forereef,AGR,Shallow,-14.326863,-170.833775,16,18,American Samoa
2732,-,ICRA,4,-,EM,TUT-3023,17-Jul-18,1,12164,3,1,1,1249,BVA,SAMOA,TUT,2018,Isopora,Scleractinia,HA1801,Tutuila,Forereef,AGR,Shallow,-14.326863,-170.833775,16,18,American Samoa
2732,-,ICRA,3,-,EM,TUT-3023,17-Jul-18,1,12164,3,1,1,1249,BVA,SAMOA,TUT,2018,Isopora,Scleractinia,HA1801,Tutuila,Forereef,AGR,Shallow,-14.326863,-170.833775,16,18,American Samoa
2732,-,ICRA,2,-,EM,TUT-3023,17-Jul-18,1,12164,3,1,1,1249,BVA,SAMOA,TUT,2018,Isopora,Scleractinia,HA1801,Tutuila,Forereef,AGR,Shallow,-14.326863,-170.833775,16,18,American Samoa
2732,-,ICRA,4,-,EM,TUT-3023,17-Jul-18,1,12164,3,1,1,1249,BVA,SAMOA,TUT,2018,Isopora,Scleractinia,HA1801,Tutuila,Forereef,AGR,Shallow,-14.326863,-170.833775,16,18,American Samoa
2732,-,ICRA,4,-,EM,TUT-3023,17-Jul-18,1,12164,3,1,1,1249,BVA,SAMOA,TUT,2018,Isopora,Scleractinia,HA1801,Tutuila,Forereef,AGR,Shallow,-14.326863,-170.833775,16,18,American Samoa
2760,-,ICRA,4,-,EM,TUT-2803,18-Jul-18,1,12179,3,1,1,1263,BVA,SAMOA,TUT,2018,Isopora,Scleractinia,HA1801,Tutuila,Forereef,AGR,Deep,-14.29288,-170.54982,70,72,American Samoa
2760,-,MOSP,4,-,EM,TUT-2803,18-Jul-18,1,12179,3,1,1,1263,BVA,SAMOA,TUT,2018,Montipora,Scleractinia,HA1801,Tutuila,Forereef,AGR,Deep,-14.29288,-170.54982,70,72,American Samoa
2760,-,MOSP,2,-,EM,TUT-2803,18-Jul-18,1,12179,3,1,1,1263,BVA,SAMOA,TUT,2018,Montipora,Scleractinia,HA1801,Tutuila,Forereef,AGR,Deep,-14.29288,-170.54982,70,72,American Samoa
2760,-,MOSP,3,-,EM,TUT-2803,18-Jul-18,1,12179,3,1,1,1263,BVA,SAMOA,TUT,2018,Montipora,Scleractinia,HA1801,Tutuila,Forereef,AGR,Deep,-14.29288,-170.54982,70,72,American Samoa
2772,-,MOSP,2,-,EM,TUT-2812,18-Jul-18,1,12180,3,1,1,1265,BVA,SAMOA,TUT,2018,Montipora,Scleractinia,HA1801,Tutuila,Forereef,AGR,Mid,-14.295019,-170.558202,44,48,American Samoa
2772,-,MOSP,3,-,EM,TUT-2812,18-Jul-18,1,12180,3,1,1,1265,BVA,SAMOA,TUT,2018,Montipora,Scleractinia,HA1801,Tutuila,Forereef,AGR,Mid,-14.295019,-170.558202,44,48,American Samoa
2776,-,MOSP,3.2,-,EM,TUT-2806,18-Jul-18,1,12178,5,1,1,1261,BH,SAMOA,TUT,2018,Montipora,Scleractinia,HA1801,Tutuila,Forereef,AGR,Deep,-14.293038,-170.55251,62,65,American Samoa
2776,-,MOSP,3,-,EM,TUT-2806,18-Jul-18,1,12178,5,1,1,1261,BH,SAMOA,TUT,2018,Montipora,Scleractinia,HA1801,Tutuila,Forereef,AGR,Deep,-14.293038,-170.55251,62,65,American Samoa
2776,-,MOSP,4,-,EM,TUT-2806,18-Jul-18,1,12178,5,1,1,1261,BH,SAMOA,TUT,2018,Montipora,Scleractinia,HA1801,Tutuila,Forereef,AGR,Deep,-14.293038,-170.55251,62,65,American Samoa
2776,-,MOSP,3.8,-,EM,TUT-2806,18-Jul-18,1,12178,5,1,1,1261,BH,SAMOA,TUT,2018,Montipora,Scleractinia,HA1801,Tutuila,Forereef,AGR,Deep,-14.293038,-170.55251,62,65,American Samoa
2776,-,MOSP,2,-,EM,TUT-2806,18-Jul-18,1,12178,5,1,1,1261,BH,SAMOA,TUT,2018,Montipora,Scleractinia,HA1801,Tutuila,Forereef,AGR,Deep,-14.293038,-170.55251,62,65,American Samoa
2776,-,MOSP,2.2,-,EM,TUT-2806,18-Jul-18,1,12178,5,1,1,1261,BH,SAMOA,TUT,2018,Montipora,Scleractinia,HA1801,Tutuila,Forereef,AGR,Deep,-14.293038,-170.55251,62,65,American Samoa
2776,-,POSP,1.6,-,EM,TUT-2806,18-Jul-18,1,12178,5,1,1,1261,BH,SAMOA,TUT,2018,Porites,Scleractinia,HA1801,Tutuila,Forereef,AGR,Deep,-14.293038,-170.55251,62,65,American Samoa
2806,-,MOSP,3.5,-,EM,TUT-2806,18-Jul-18,1,12178,1,1,1,1261,MAR,SAMOA,TUT,2018,Montipora,Scleractinia,HA1801,Tutuila,Forereef,AGR,Deep,-14.293038,-170.55251,62,65,American Samoa
2806,-,MOSP,1.4,-,EM,TUT-2806,18-Jul-18,1,12178,1,1,1,1261,MAR,SAMOA,TUT,2018,Montipora,Scleractinia,HA1801,Tutuila,Forereef,AGR,Deep,-14.293038,-170.55251,62,65,American Samoa
2806,-,MOSP,1.2,-,EM,TUT-2806,18-Jul-18,1,12178,1,1,1,1261,MAR,SAMOA,TUT,2018,Montipora,Scleractinia,HA1801,Tutuila,Forereef,AGR,Deep,-14.293038,-170.55251,62,65,American Samoa
2806,-,MOSP,3.8,-,EM,TUT-2806,18-Jul-18,1,12178,1,1,1,1261,MAR,SAMOA,TUT,2018,Montipora,Scleractinia,HA1801,Tutuila,Forereef,AGR,Deep,-14.293038,-170.55251,62,65,American Samoa
2806,-,MOSP,3.2,-,BP,TUT-2806,18-Jul-18,1,12178,1,1,1,1261,MAR,SAMOA,TUT,2018,Montipora,Scleractinia,HA1801,Tutuila,Forereef,AGR,Deep,-14.293038,-170.55251,62,65,American Samoa
2806,-,MOSP,3.6,-,EM,TUT-2806,18-Jul-18,1,12178,1,1,1,1261,MAR,SAMOA,TUT,2018,Montipora,Scleractinia,HA1801,Tutuila,Forereef,AGR,Deep,-14.293038,-170.55251,62,65,American Samoa
2806,-,MOSP,2.8,-,EM,TUT-2806,18-Jul-18,1,12178,1,1,1,1261,MAR,SAMOA,TUT,2018,Montipora,Scleractinia,HA1801,Tutuila,Forereef,AGR,Deep,-14.293038,-170.55251,62,65,American Samoa
2806,-,MOSP,3,-,EM,TUT-2806,18-Jul-18,1,12178,1,1,1,1261,MAR,SAMOA,TUT,2018,Montipora,Scleractinia,HA1801,Tutuila,Forereef,AGR,Deep,-14.293038,-170.55251,62,65,American Samoa
2806,-,MOSP,2.5,-,EM,TUT-2806,18-Jul-18,1,12178,1,1,1,1261,MAR,SAMOA,TUT,2018,Montipora,Scleractinia,HA1801,Tutuila,Forereef,AGR,Deep,-14.293038,-170.55251,62,65,American Samoa
2806,-,MOSP,1.2,-,EM,TUT-2806,18-Jul-18,1,12178,1,1,1,1261,MAR,SAMOA,TUT,2018,Montipora,Scleractinia,HA1801,Tutuila,Forereef,AGR,Deep,-14.293038,-170.55251,62,65,American Samoa
2806,-,MOSP,1.6,-,EM,TUT-2806,18-Jul-18,1,12178,1,1,1,1261,MAR,SAMOA,TUT,2018,Montipora,Scleractinia,HA1801,Tutuila,Forereef,AGR,Deep,-14.293038,-170.55251,62,65,American Samoa
2806,-,MOSP,4.5,-,EM,TUT-2806,18-Jul-18,1,12178,1,1,1,1261,MAR,SAMOA,TUT,2018,Montipora,Scleractinia,HA1801,Tutuila,Forereef,AGR,Deep,-14.293038,-170.55251,62,65,American Samoa
2806,-,MOSP,3.6,-,EM,TUT-2806,18-Jul-18,1,12178,1,1,1,1261,MAR,SAMOA,TUT,2018,Montipora,Scleractinia,HA1801,Tutuila,Forereef,AGR,Deep,-14.293038,-170.55251,62,65,American Samoa
2810,-,MOSP,3.2,-,EM,TUT-2803,18-Jul-18,1,12179,1,1,1,1263,MAR,SAMOA,TUT,2018,Montipora,Scleractinia,HA1801,Tutuila,Forereef,AGR,Deep,-14.29288,-170.54982,70,72,American Samoa
2810,-,MOSP,4,-,EM,TUT-2803,18-Jul-18,1,12179,1,1,1,1263,MAR,SAMOA,TUT,2018,Montipora,Scleractinia,HA1801,Tutuila,Forereef,AGR,Deep,-14.29288,-170.54982,70,72,American Samoa
2810,-,ICRA,1.5,-,EM,TUT-2803,18-Jul-18,1,12179,1,1,1,1263,MAR,SAMOA,TUT,2018,Isopora,Scleractinia,HA1801,Tutuila,Forereef,AGR,Deep,-14.29288,-170.54982,70,72,American Samoa
2810,-,ICRA,4,-,EM,TUT-2803,18-Jul-18,1,12179,1,1,1,1263,MAR,SAMOA,TUT,2018,Isopora,Scleractinia,HA1801,Tutuila,Forereef,AGR,Deep,-14.29288,-170.54982,70,72,American Samoa
2810,-,PCHI,4,-,EM,TUT-2803,18-Jul-18,1,12179,1,1,1,1263,MAR,SAMOA,TUT,2018,Pavona,Scleractinia,HA1801,Tutuila,Forereef,AGR,Deep,-14.29288,-170.54982,70,72,American Samoa
2810,-,MOSP,2.5,-,EM,TUT-2803,18-Jul-18,1,12179,1,1,1,1263,MAR,SAMOA,TUT,2018,Montipora,Scleractinia,HA1801,Tutuila,Forereef,AGR,Deep,-14.29288,-170.54982,70,72,American Samoa
2810,-,MOSP,2.6,-,EM,TUT-2803,18-Jul-18,1,12179,1,1,1,1263,MAR,SAMOA,TUT,2018,Montipora,Scleractinia,HA1801,Tutuila,Forereef,AGR,Deep,-14.29288,-170.54982,70,72,American Samoa
