REGION,ISLAND,SEC_NAME,REEF_ZONE,DEPTH_BIN,AREA_HA,NH,BENTHIC_BASIC,SAMOA_CLIMATE,BENTHIC_2018,NWHI_all_years,MHI_2013,MHI_2016,MHI_2019,Guam_CNMI_2014,Guam_CNMI_2018,Samoa_2015,Samoa_2018,PRIAs_2014,PRIAs_2017,PRIAs_2015,PRIAs_2018
SAMOA,Tau,TAU_OPEN,Forereef,Mid,494.905,1980,TAU_OPEN,NOT,TAU_OPEN,NA,NA,NA,NA,NA,NA,TAU,TAU,NA,NA,NA,NA
SAMOA,Tau,TAU_OPEN,Forereef,Shallow,119.3825,478,TAU_OPEN,NOT,TAU_OPEN,NA,NA,NA,NA,NA,NA,TAU,TAU,NA,NA,NA,NA
SAMOA,Tau,TAU_SANCTUARY,Forereef,Deep,24.1775,97,TAU_MPA,NOT,TAU_SANCTUARY,NA,NA,NA,NA,NA,NA,TAU,TAU,NA,NA,NA,NA
SAMOA,Tau,TAU_SANCTUARY,Forereef,Mid,71.735,287,TAU_MPA,NOT,TAU_SANCTUARY,NA,NA,NA,NA,NA,NA,TAU,TAU,NA,NA,NA,NA
SAMOA,Tau,TAU_SANCTUARY,Forereef,Shallow,14.335,57,TAU_MPA,NOT,TAU_SANCTUARY,NA,NA,NA,NA,NA,NA,TAU,TAU,NA,NA,NA,NA
SAMOA,Tutuila,TUT_AUNUU_B,Forereef,Deep,202.8,811,TUT_AUNB,TUT_AUNUU,TUT_AUNUU_B,NA,NA,NA,NA,NA,NA,TUT_AUNUU,NA,NA,NA,NA,NA
SAMOA,Tutuila,TUT_AUNUU_B,Forereef,Mid,40.8,163,TUT_AUNB,TUT_AUNUU,TUT_AUNUU_B,NA,NA,NA,NA,NA,NA,TUT_AUNUU,NA,NA,NA,NA,NA
SAMOA,Tutuila,TUT_AUNUU_B,Forereef,Shallow,0.2,1,TUT_AUNB,TUT_AUNUU,TUT_AUNUU_B,NA,NA,NA,NA,NA,NA,TUT_AUNUU,NA,NA,NA,NA,NA
SAMOA,Tutuila,TUT_FAGATELE,Forereef,Deep,4.5,18,TUT_FAGA,TUT_FAGALUA_FAGATELE,TUT_FAGALUA_FAGATELE,NA,NA,NA,NA,NA,NA,TUT_FAGALUA_FAGATELE,TUT_FAGALUA_FAGATELE,NA,NA,NA,NA
SAMOA,Tutuila,TUT_FAGATELE,Forereef,Mid,20.2,81,TUT_FAGA,TUT_FAGALUA_FAGATELE,TUT_FAGALUA_FAGATELE,NA,NA,NA,NA,NA,NA,TUT_FAGALUA_FAGATELE,TUT_FAGALUA_FAGATELE,NA,NA,NA,NA
SAMOA,Tutuila,TUT_FAGATELE,Forereef,Shallow,9.4,38,TUT_FAGA,TUT_FAGALUA_FAGATELE,TUT_FAGALUA_FAGATELE,NA,NA,NA,NA,NA,NA,TUT_FAGALUA_FAGATELE,TUT_FAGALUA_FAGATELE,NA,NA,NA,NA
SAMOA,Tutuila,TUT_NE_OPEN,Forereef,Deep,372.8,1174,TUT_OPEN,TUT_NE,TUT_NE_OPEN,NA,NA,NA,NA,NA,NA,TUT_NE_OPEN,TUT_NE,NA,NA,NA,NA
SAMOA,Tutuila,TUT_NE_OPEN,Forereef,Mid,425,1094,TUT_OPEN,TUT_NE,TUT_NE_OPEN,NA,NA,NA,NA,NA,NA,TUT_NE_OPEN,TUT_NE,NA,NA,NA,NA
SAMOA,Tutuila,TUT_NE_OPEN,Forereef,Shallow,272.9,1001,TUT_OPEN,TUT_NE,TUT_NE_OPEN,NA,NA,NA,NA,NA,NA,TUT_NE_OPEN,TUT_NE,NA,NA,NA,NA
SAMOA,Tutuila,TUT_NW_OPEN,Forereef,Deep,257.7,1031,TUT_OPEN,TUT_NW,TUT_NW_OPEN,NA,NA,NA,NA,NA,NA,TUT_NW_OPEN,TUT_NW_OPEN,NA,NA,NA,NA
SAMOA,Tutuila,TUT_NW_OPEN,Forereef,Mid,220.3,881,TUT_OPEN,TUT_NW,TUT_NW_OPEN,NA,NA,NA,NA,NA,NA,TUT_NW_OPEN,TUT_NW_OPEN,NA,NA,NA,NA
SAMOA,Tutuila,TUT_NW_OPEN,Forereef,Shallow,130.4,522,TUT_OPEN,TUT_NW,TUT_NW_OPEN,NA,NA,NA,NA,NA,NA,TUT_NW_OPEN,TUT_NW_OPEN,NA,NA,NA,NA
SAMOA,Tutuila,TUT_PAGOPAGO,Forereef,Deep,9.7,NA,TUT_OPEN,TUT_PAGOPAGO,TUT_PAGOPAGO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAMOA,Tutuila,TUT_PAGOPAGO,Forereef,Mid,29.4,NA,TUT_OPEN,TUT_PAGOPAGO,TUT_PAGOPAGO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAMOA,Tutuila,TUT_PAGOPAGO,Forereef,Shallow,59.7,NA,TUT_OPEN,TUT_PAGOPAGO,TUT_PAGOPAGO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAMOA,Tutuila,TUT_SE_OPEN,Forereef,Deep,291.8,1167,TUT_OPEN,TUT_SE,TUT_SE_OPEN,NA,NA,NA,NA,NA,NA,TUT_SE_OPEN,NA,NA,NA,NA,NA
SAMOA,Tutuila,TUT_SE_OPEN,Forereef,Mid,659.5,2638,TUT_OPEN,TUT_SE,TUT_SE_OPEN,NA,NA,NA,NA,NA,NA,TUT_SE_OPEN,NA,NA,NA,NA,NA
SAMOA,Tutuila,TUT_SE_OPEN,Forereef,Shallow,472.9,1891,TUT_OPEN,TUT_SE,TUT_SE_OPEN,NA,NA,NA,NA,NA,NA,TUT_SE_OPEN,NA,NA,NA,NA,NA
SAMOA,Tutuila,TUT_SW_OPEN,Forereef,Deep,266.2,1034,TUT_OPEN,TUT_SW,TUT_SW_OPEN,NA,NA,NA,NA,NA,NA,TUT_SW_OPEN,NA,NA,NA,NA,NA
SAMOA,Tutuila,TUT_SW_OPEN,Forereef,Mid,227.5,799,TUT_OPEN,TUT_SW,TUT_SW_OPEN,NA,NA,NA,NA,NA,NA,TUT_SW_OPEN,NA,NA,NA,NA,NA
SAMOA,Tutuila,TUT_SW_OPEN,Forereef,Shallow,208.8,809,TUT_OPEN,TUT_SW,TUT_SW_OPEN,NA,NA,NA,NA,NA,NA,TUT_SW_OPEN,NA,NA,NA,NA,NA
