Name,Row,Column,Cnet_SHORT_CODE,Annotator,Unique_point
FFS-4230_2017_A_30_dummy5.JPG,2200,3303,*UNK,nosborn,2021-08-13 21:36:39+00:00
FFS-4232_2017_A_02_dummy5.JPG,52,815,*TURFH,nosborn,2021-08-13 21:41:55+00:00
FFS-4232_2017_A_02_dummy5.JPG,332,2352,*POEN,nosborn,2021-08-13 21:41:55+00:00
FFS-4232_2017_A_02_dummy5.JPG,992,121,*TURFH,nosborn,2021-08-13 21:41:55+00:00
FFS-4232_2017_A_02_dummy5.JPG,1140,57,*TURFH,nosborn,2021-08-13 21:41:55+00:00
FFS-4232_2017_A_02_dummy5.JPG,1006,3466,*POEN,nosborn,2021-08-13 21:41:55+00:00
FFS-4232_2017_A_02_dummy5.JPG,1296,933,*POEN,nosborn,2021-08-13 21:41:55+00:00
FFS-4232_2017_A_02_dummy5.JPG,1776,3428,*POEN,nosborn,2021-08-13 21:41:54+00:00
FFS-4232_2017_A_02_dummy5.JPG,2286,1607,*POEN,nosborn,2021-08-13 21:41:54+00:00
FFS-4232_2017_A_02_dummy5.JPG,1867,3439,*POEN,nosborn,2021-08-13 21:41:54+00:00
FFS-4232_2017_A_02_dummy5.JPG,2493,1347,*POEN,nosborn,2021-08-13 21:41:54+00:00
FFS-4271_2017_A_19_dummy5.JPG,483,276,*POEN,nosborn,2021-08-13 21:44:44+00:00
FFS-4271_2017_A_19_dummy5.JPG,172,2664,*TURFH,nosborn,2021-08-13 21:44:44+00:00
FFS-4271_2017_A_19_dummy5.JPG,1136,185,*POEN,nosborn,2021-08-13 21:44:44+00:00
FFS-4271_2017_A_19_dummy5.JPG,1100,3905,*POEN,nosborn,2021-08-13 21:44:44+00:00
FFS-4271_2017_A_19_dummy5.JPG,1545,1161,*POEN,nosborn,2021-08-13 21:44:44+00:00
FFS-4271_2017_A_19_dummy5.JPG,1236,2916,*SHAD,nosborn,2021-08-13 21:44:44+00:00
FFS-4271_2017_A_19_dummy5.JPG,2363,2890,*ACBR,nosborn,2021-08-13 21:44:44+00:00
FFS-4271_2017_A_19_dummy5.JPG,2566,1267,*POMA,nosborn,2021-08-13 21:44:44+00:00
FFS-4271_2017_A_19_dummy5.JPG,2578,1580,*POMA,nosborn,2021-08-13 21:44:44+00:00
FFS-4271_2017_A_19_dummy5.JPG,2764,1844,*HARD,nosborn,2021-08-13 21:44:44+00:00
FFS-4280_2017_A_09_dummy5.JPG,1138,668,*POEN,nosborn,2021-08-13 21:53:26+00:00
FFS-4280_2017_A_09_dummy5.JPG,996,460,*TURFH,nosborn,2021-08-13 21:53:26+00:00
FFS-4280_2017_A_09_dummy5.JPG,762,1181,*POMA,nosborn,2021-08-13 21:53:26+00:00
FFS-4280_2017_A_09_dummy5.JPG,854,3838,*ACBR,nosborn,2021-08-13 21:53:26+00:00
FFS-4280_2017_A_09_dummy5.JPG,1469,1552,*POEN,nosborn,2021-08-13 21:53:26+00:00
FFS-4280_2017_A_09_dummy5.JPG,1523,1044,*TURFH,nosborn,2021-08-13 21:53:26+00:00
FFS-4280_2017_A_09_dummy5.JPG,2131,135,*ACBR,nosborn,2021-08-13 21:53:26+00:00
FFS-4280_2017_A_09_dummy5.JPG,2988,1488,*POEN,nosborn,2021-08-13 21:53:26+00:00
FFS-4280_2017_A_09_dummy5.JPG,2800,2163,*TURFH,nosborn,2021-08-13 21:53:26+00:00
FFS-4280_2017_A_09_dummy5.JPG,2586,2431,*TURFH,nosborn,2021-08-13 21:53:26+00:00
FFS-4293_2017_A_08_dummy5.JPG,366,1117,*POEN,nosborn,2021-08-13 23:54:08+00:00
FFS-4293_2017_A_08_dummy5.JPG,304,2385,*HARD,nosborn,2021-08-13 23:54:08+00:00
FFS-4293_2017_A_08_dummy5.JPG,331,3522,*HARD,nosborn,2021-08-13 23:54:08+00:00
FFS-4293_2017_A_08_dummy5.JPG,662,3646,*HARD,nosborn,2021-08-13 23:54:08+00:00
FFS-4293_2017_A_08_dummy5.JPG,1765,373,*HARD,nosborn,2021-08-13 23:54:08+00:00
FFS-4293_2017_A_08_dummy5.JPG,1367,130,*HARD,nosborn,2021-08-13 23:54:08+00:00
FFS-4293_2017_A_08_dummy5.JPG,2206,476,*HARD,nosborn,2021-08-13 23:54:08+00:00
FFS-4293_2017_A_08_dummy5.JPG,1836,657,*TURFH,nosborn,2021-08-13 23:54:08+00:00
FFS-4293_2017_A_08_dummy5.JPG,2259,1079,*HARD,nosborn,2021-08-13 23:54:08+00:00
FFS-4293_2017_A_08_dummy5.JPG,2426,1167,*HARD,nosborn,2021-08-13 23:54:08+00:00
FFS-4294_2017_A_12_dummy5.JPG,367,1300,*POEN,nosborn,2021-08-13 23:57:45+00:00
FFS-4294_2017_A_12_dummy5.JPG,694,3718,*TURFH,nosborn,2021-08-13 23:57:45+00:00
FFS-4294_2017_A_12_dummy5.JPG,1773,2370,*POEN,nosborn,2021-08-13 23:57:45+00:00
