SITEVISITID,ROUNDID,MISSIONID,REGION,ISLAND,SEC_NAME,REEF_ZONE,DEPTH_BIN,new_MIN_DEPTH_M,new_MAX_DEPTH_M,SITE,OLD_SITE,OCC_SITEID,LATITUDE_SV,LONGITUDE_SV,LATITUDE_LOV,LONGITUDE_LOV,OBS_YEAR,ANALYSIS_YEAR,DATE_,HABITAT_CODE,Type
52166,191,RA2301_LEG7,SAMOA,Tau,,Forereef,Mid,,,TAU-02,TAU-02,OCC-TAU-007,-14.251191,-169.447133,-14.25116,-169.44694,2023,2023,8-Aug-23,,Oceanography
51991,191,RA2301_LEG7,SAMOA,Ofu & Olosega,,Forereef,Mid,,,OLO-05,OLO-05,OCC-OFU-005,-14.16335,-169.62453,-14.16373,-169.62435,2023,2023,29-Jul-23,,Oceanography
51989,191,RA2301_LEG7,SAMOA,Ofu & Olosega,,Forereef,Mid,,,OFU-01,OFU-01,OCC-OFU-004,-14.164439,-169.655679,-14.16463,-169.65568,2023,2023,29-Jul-23,,Oceanography
51863,191,RA2301_LEG7,SAMOA,Ofu & Olosega,,Forereef,Mid,,,OFU-03,OFU-03,OCC-OFU-012,-14.186419,-169.659871,-14.18653,-169.66115,2023,2023,22-Jul-23,,Oceanography
51864,191,RA2301_LEG7,SAMOA,Ofu & Olosega,,Forereef,Mid,,,OFU-03,OFU-03,OCC-OFU-012,-14.186487,-169.660117,-14.18653,-169.66115,2023,2023,22-Jul-23,,Oceanography
51790,190,RA2301_LEG6,SAMOA,Tutuila,,Forereef,Mid,,,TUT-02,TUT-02,OCC-TUT-009,-14.27782,-170.60721,-14.27779,-170.60717,2023,2023,7-Jul-23,,Oceanography
51791,190,RA2301_LEG6,SAMOA,Tutuila,,Forereef,Mid,,,TUT-02,TUT-02,OCC-TUT-009,-14.277671,-170.607166,-14.27779,-170.60717,2023,2023,7-Jul-23,,Oceanography
52107,191,RA2301_LEG7,SAMOA,Tutuila,,Forereef,Mid,,,TUT-08,TUT-08,OCC-TUT-023,-14.291488,-170.780461,-14.29173,-170.78057,2023,2023,5-Aug-23,,Oceanography
52108,191,RA2301_LEG7,SAMOA,Tutuila,,Forereef,Mid,,,TUT-08,TUT-08,OCC-TUT-023,-14.291488,-170.780461,-14.29173,-170.78057,2023,2023,5-Aug-23,,Oceanography
51665,190,RA2301_LEG6,SAMOA,Tutuila,,Forereef,Mid,,,TUT-16,TUT-16,OCC-TUT-007,-14.285299,-170.564028,-14.28551,-170.56406,2023,2023,30-Jun-23,,Oceanography
51668,190,RA2301_LEG6,SAMOA,Tutuila,,Forereef,Mid,,,TUT-16,TUT-16,OCC-TUT-007,-14.285001,-170.564022,-14.28551,-170.56406,2023,2023,30-Jun-23,,Oceanography
51666,190,RA2301_LEG6,SAMOA,Tutuila,,Forereef,Mid,,,TUT-16,TUT-16,OCC-TUT-007,-14.285334,-170.563993,-14.28551,-170.56406,2023,2023,30-Jun-23,,Oceanography
51809,190,RA2301_LEG6,SAMOA,Tutuila,,Forereef,Mid,,,TUT-17,TUT-17,OCC-TUT-005,-14.245193,-170.572552,-14.24606,-170.57182,2023,2023,8-Jul-23,,Oceanography
51987,191,RA2301_LEG7,SAMOA,Ofu & Olosega,,Forereef,Mid,,,OFU-09,OFU-09,OCC-OFU-002,-14.157622,-169.674219,-14.15785,-169.67442,2023,2023,29-Jul-23,,Oceanography
51988,191,RA2301_LEG7,SAMOA,Ofu & Olosega,,Forereef,Mid,,,OFU-09,OFU-09,OCC-OFU-002,-14.157452,-169.674323,-14.15785,-169.67442,2023,2023,29-Jul-23,,Oceanography
52072,191,RA2301_LEG7,SAMOA,Ofu & Olosega,,Forereef,Mid,,,OFU-09,OFU-09,OCC-OFU-002,-14.157295,-169.67447,-14.15785,-169.67442,2023,2023,2-Aug-23,,Oceanography
52070,191,RA2301_LEG7,SAMOA,Ofu & Olosega,,Forereef,Mid,,,OFU-06,OFU-06,OCC-OFU-014,-14.17419,-169.681927,-14.1738,-169.68182,2023,2023,2-Aug-23,,Oceanography
52071,191,RA2301_LEG7,SAMOA,Ofu & Olosega,,Forereef,Mid,,,OFU-06,OFU-06,OCC-OFU-014,-14.174244,-169.681885,-14.1738,-169.68182,2023,2023,2-Aug-23,,Oceanography
51068,187,RA2301_LEG2,PRIAs,Baker,,Forereef,Mid,,,BAK-11,BAK-11,OCC-BAK-011,0.198612,-176.484889,0.1989,-176.485,2023,2023,17-Mar-23,,Oceanography
51069,187,RA2301_LEG2,PRIAs,Baker,,Forereef,Mid,,,BAK-11,BAK-11,OCC-BAK-011,0.198625,-176.484922,0.1989,-176.485,2023,2023,17-Mar-23,,Oceanography
51027,187,RA2301_LEG2,PRIAs,Howland,,Forereef,Shallow,,,HOW-214,HOW-214,OCC-HOW-008,0.806591,-176.621488,0.80664544,-176.621334,2023,2023,15-Mar-23,,Oceanography
51024,187,RA2301_LEG2,PRIAs,Howland,,Forereef,Shallow,,,HOW-214,HOW-214,OCC-HOW-008,0.806556,-176.62136,0.80664544,-176.621334,2023,2023,15-Mar-23,,Oceanography
51890,191,RA2301_LEG7,SAMOA,Rose,,Forereef,Mid,,,ROS-01,ROS-01,OCC-ROS-002,-14.538873,-168.145778,-14.5395,-168.1457,2023,2023,23-Jul-23,,Oceanography
51920,191,RA2301_LEG7,SAMOA,Rose,,Forereef,Mid,,,ROS-01,ROS-01,OCC-ROS-002,-14.538746,-168.145805,-14.5395,-168.1457,2023,2023,25-Jul-23,,Oceanography
51921,191,RA2301_LEG7,SAMOA,Rose,,Forereef,Mid,,,ROS-01,ROS-01,OCC-ROS-002,-14.538868,-168.145805,-14.5395,-168.1457,2023,2023,25-Jul-23,,Oceanography
52005,191,RA2301_LEG7,SAMOA,Rose,,Forereef,Mid,,,ROS-01,ROS-01,OCC-ROS-002,-14.539187,-168.14559,-14.5395,-168.1457,2023,2023,30-Jul-23,,Oceanography
51889,191,RA2301_LEG7,SAMOA,Rose,,Forereef,Mid,,,ROS-01,ROS-01,OCC-ROS-002,-14.53881,-168.145771,-14.5395,-168.1457,2023,2023,23-Jul-23,,Oceanography
51891,191,RA2301_LEG7,SAMOA,Rose,,Forereef,Mid,,,ROS-01,ROS-01,OCC-ROS-002,-14.538534,-168.145802,-14.5395,-168.1457,2023,2023,23-Jul-23,,Oceanography
52026,191,RA2301_LEG7,SAMOA,Rose,,Forereef,Mid,,,ROS-01,ROS-01,OCC-ROS-002,-14.538601,-168.145837,-14.5395,-168.1457,2023,2023,31-Jul-23,,Oceanography
51785,190,RA2301_LEG6,SAMOA,Tutuila,,Forereef,Mid,,,TUT-513,TUT-513,OCC-TUT-010,-14.288578,-170.63446,-14.288335,-170.63475,2023,2023,7-Jul-23,,Oceanography
51786,190,RA2301_LEG6,SAMOA,Tutuila,,Forereef,Mid,,,TUT-513,TUT-513,OCC-TUT-011,-14.288397,-170.634552,-14.288335,-170.63475,2023,2023,7-Jul-23,,Oceanography
51788,190,RA2301_LEG6,SAMOA,Tutuila,,Forereef,Mid,,,TUT-513,TUT-513,OCC-TUT-011,-14.288304,-170.634508,-14.288335,-170.63475,2023,2023,7-Jul-23,,Oceanography
51787,190,RA2301_LEG6,SAMOA,Tutuila,,Forereef,Mid,,,TUT-513,TUT-513,OCC-TUT-010,-14.288818,-170.63443,-14.288335,-170.63475,2023,2023,7-Jul-23,,Oceanography
52103,191,RA2301_LEG7,SAMOA,Tutuila,,Forereef,Mid,,,TUT-19,TUT-19,OCC-TUT-025,-14.28311,-170.72832,-14.28323,-170.72801,2023,2023,5-Aug-23,,Oceanography
52105,191,RA2301_LEG7,SAMOA,Tutuila,,Forereef,Mid,,,TUT-19,TUT-19,OCC-TUT-025,-14.283142,-170.728314,-14.28323,-170.72801,2023,2023,5-Aug-23,,Oceanography
52106,191,RA2301_LEG7,SAMOA,Tutuila,,Forereef,Mid,,,TUT-19,TUT-19,OCC-TUT-025,-14.283213,-170.72849,-14.28323,-170.72801,2023,2023,5-Aug-23,,Oceanography
52051,191,RA2301_LEG7,SAMOA,Tau,,Forereef,Mid,,,TAU-04,TAU-04,OCC-TAU-002,-14.211742,-169.440998,-14.2124,-169.44067,2023,2023,1-Aug-23,,Oceanography
52049,191,RA2301_LEG7,SAMOA,Tau,,Forereef,Mid,,,TAU-04,TAU-04,OCC-TAU-002,-14.211713,-169.441015,-14.2124,-169.44067,2023,2023,1-Aug-23,,Oceanography
52050,191,RA2301_LEG7,SAMOA,Tau,,Forereef,Mid,,,TAU-04,TAU-04,OCC-TAU-002,-14.211742,-169.441249,-14.2124,-169.44067,2023,2023,1-Aug-23,,Oceanography
52125,191,RA2301_LEG7,SAMOA,Tau,,Forereef,Mid,,,TAU-07,TAU-07,OCC-TAU-004,-14.227181,-169.418136,-14.22728,-169.41792,2023,2023,6-Aug-23,,Oceanography
52127,191,RA2301_LEG7,SAMOA,Tau,,Forereef,Mid,,,TAU-07,TAU-07,OCC-TAU-005,-14.227344,-169.418268,-14.22728,-169.41792,2023,2023,6-Aug-23,,Oceanography
52126,191,RA2301_LEG7,SAMOA,Tau,,Forereef,Mid,,,TAU-07,TAU-07,OCC-TAU-004,-14.227482,-169.417908,-14.22728,-169.41792,2023,2023,6-Aug-23,,Oceanography
52131,191,RA2301_LEG7,SAMOA,Tau,,Forereef,Mid,,,TAU-07,TAU-07,OCC-TAU-005,-14.227388,-169.418195,-14.22728,-169.41792,2023,2023,6-Aug-23,,Oceanography
52128,191,RA2301_LEG7,SAMOA,Tau,,Forereef,Mid,,,TAU-07,TAU-07,OCC-TAU-005,-14.227623,-169.418047,-14.22728,-169.41792,2023,2023,6-Aug-23,,Oceanography
52167,191,RA2301_LEG7,SAMOA,Tau,,Forereef,Mid,,,TAU-08,TAU-08,OCC-TAU-008,-14.262537,-169.474835,-14.26257,-169.47492,2023,2023,8-Aug-23,,Oceanography
52168,191,RA2301_LEG7,SAMOA,Tau,,Forereef,Mid,,,TAU-08,TAU-08,OCC-TAU-008,-14.262925,-169.475207,-14.26257,-169.47492,2023,2023,8-Aug-23,,Oceanography
52054,191,RA2301_LEG7,SAMOA,Tau,,Forereef,Mid,,,TAU-11,TAU-11,OCC-TAU-013,-14.217267,-169.512945,-14.21738,-169.51308,2023,2023,1-Aug-23,,Oceanography
52053,191,RA2301_LEG7,SAMOA,Tau,,Forereef,Mid,,,TAU-11,TAU-11,OCC-TAU-013,-14.217267,-169.512945,-14.21738,-169.51308,2023,2023,1-Aug-23,,Oceanography
51967,191,RA2301_LEG7,SAMOA,Tau,,Forereef,Mid,,,TAU-12,TAU-12,OCC-TAU-011,-14.25762,-169.50094,-14.25755,-169.50068,2023,2023,28-Jul-23,,Oceanography
51965,191,RA2301_LEG7,SAMOA,Tau,,Forereef,Mid,,,TAU-12,TAU-12,OCC-TAU-011,-14.257579,-169.500962,-14.25755,-169.50068,2023,2023,28-Jul-23,,Oceanography
51966,191,RA2301_LEG7,SAMOA,Tau,,Forereef,Mid,,,TAU-12,TAU-12,OCC-TAU-011,-14.258012,-169.501047,-14.25755,-169.50068,2023,2023,28-Jul-23,,Oceanography
51041,187,RA2301_LEG2,PRIAs,Howland,,Forereef,Mid,,,HOW-11,HOW-11,OCC-HOW-005,0.798846,-176.620292,0.7989,-176.6205,2023,2023,16-Mar-23,,Oceanography
51043,187,RA2301_LEG2,PRIAs,Howland,,Forereef,Mid,,,HOW-11,HOW-11,OCC-HOW-005,0.799254,-176.620461,0.7989,-176.6205,2023,2023,16-Mar-23,,Oceanography
51042,187,RA2301_LEG2,PRIAs,Howland,,Forereef,Mid,,,HOW-11,HOW-11,OCC-HOW-005,0.798796,-176.620253,0.7989,-176.6205,2023,2023,16-Mar-23,,Oceanography
51038,187,RA2301_LEG2,PRIAs,Howland,,Forereef,Mid,,,HOW-12,HOW-12,OCC-HOW-003,0.809366,-176.610576,0.80927,-176.61066,2023,2023,16-Mar-23,,Oceanography
51036,187,RA2301_LEG2,PRIAs,Howland,,Forereef,Mid,,,HOW-12,HOW-12,OCC-HOW-003,0.809293,-176.610664,0.80927,-176.61066,2023,2023,16-Mar-23,,Oceanography
51037,187,RA2301_LEG2,PRIAs,Howland,,Forereef,Mid,,,HOW-12,HOW-12,OCC-HOW-002,0.809381,-176.610501,0.80927,-176.61066,2023,2023,16-Mar-23,,Oceanography
51035,187,RA2301_LEG2,PRIAs,Howland,,Forereef,Mid,,,HOW-12,HOW-12,OCC-HOW-002,0.809381,-176.61048,0.80927,-176.61066,2023,2023,16-Mar-23,,Oceanography
51040,187,RA2301_LEG2,PRIAs,Howland,,Forereef,Mid,,,HOW-13,HOW-13,OCC-HOW-001,0.819878,-176.616167,0.81991,-176.6162,2023,2023,16-Mar-23,,Oceanography
51039,187,RA2301_LEG2,PRIAs,Howland,,Forereef,Mid,,,HOW-13,HOW-13,OCC-HOW-001,0.819811,-176.616107,0.81991,-176.6162,2023,2023,16-Mar-23,,Oceanography
51909,191,RA2301_LEG7,SAMOA,Rose,,Forereef,Mid,,,ROS-07,ROS-07,OCC-ROS-010,-14.548755,-168.168934,-14.549417,-168.168467,2023,2023,24-Jul-23,,Oceanography
52027,191,RA2301_LEG7,SAMOA,Rose,,Forereef,Mid,,,ROS-07,ROS-07,OCC-ROS-010,-14.548706,-168.168774,-14.549417,-168.168467,2023,2023,31-Jul-23,,Oceanography
51908,191,RA2301_LEG7,SAMOA,Rose,,Forereef,Mid,,,ROS-07,ROS-07,OCC-ROS-010,-14.548665,-168.168744,-14.549417,-168.168467,2023,2023,24-Jul-23,,Oceanography
52040,191,RA2301_LEG7,SAMOA,Rose,,Forereef,Mid,,,ROS-07,ROS-07,OCC-ROS-010,-14.548661,-168.169148,-14.549417,-168.168467,2023,2023,31-Jul-23,,Oceanography
51092,187,RA2301_LEG2,PRIAs,Baker,,Forereef,Mid,,,BAK-02,BAK-02,OCC-BAK-008,0.1884,-176.479939,0.1883,-176.47988,2023,2023,18-Mar-23,,Oceanography
51093,187,RA2301_LEG2,PRIAs,Baker,,Forereef,Mid,,,BAK-02,BAK-02,OCC-BAK-008,0.188279,-176.480348,0.1883,-176.47988,2023,2023,18-Mar-23,,Oceanography
51094,187,RA2301_LEG2,PRIAs,Baker,,Forereef,Mid,,,BAK-02,BAK-02,OCC-BAK-008,0.188409,-176.479919,0.1883,-176.47988,2023,2023,18-Mar-23,,Oceanography
51109,187,RA2301_LEG2,PRIAs,Baker,,Forereef,Mid,,,BAK-14,BAK-14,OCC-BAK-003,0.205051,-176.474862,0.20532,-176.47439,2023,2023,19-Mar-23,,Oceanography
51107,187,RA2301_LEG2,PRIAs,Baker,,Forereef,Mid,,,BAK-14,BAK-14,OCC-BAK-003,0.205082,-176.474519,0.20532,-176.47439,2023,2023,19-Mar-23,,Oceanography
51108,187,RA2301_LEG2,PRIAs,Baker,,Forereef,Mid,,,BAK-14,BAK-14,OCC-BAK-003,0.205059,-176.474506,0.20532,-176.47439,2023,2023,19-Mar-23,,Oceanography
51886,191,RA2301_LEG7,SAMOA,Rose,,Forereef,Shallow,,,ROS-787,ROS-787,OCC-ROS-003,-14.539002,-168.14607,-14.538841,-168.146069,2023,2023,23-Jul-23,,Oceanography
52028,191,RA2301_LEG7,SAMOA,Rose,,Forereef,Mid,,,ROS-637,ROS-637,OCC-ROS-011,-14.54864,-168.168643,-14.548326,-168.168903,2023,2023,31-Jul-23,,Oceanography
51688,190,RA2301_LEG6,SAMOA,Tutuila,,Forereef,Mid,,,TUT-2347,TUT-2347,OCC-TUT-016,-14.363388,-170.763799,-14.363186,-170.763849,2023,2023,1-Jul-23,,Oceanography
51685,190,RA2301_LEG6,SAMOA,Tutuila,,Forereef,Mid,,,TUT-2347,TUT-2347,OCC-TUT-016,-14.363344,-170.763815,-14.363186,-170.763849,2023,2023,1-Jul-23,,Oceanography
51789,190,RA2301_LEG6,SAMOA,Tutuila,,Forereef,Deep,,,TUT-1003,TUT-1003,OCC-TUT-014,-14.31097,-170.64229,-14.31085831,-170.6423921,2023,2023,7-Jul-23,,Oceanography
52073,191,RA2301_LEG7,SAMOA,Ofu & Olosega,,,,,,OFU-1056,OFU-1056,OCC-OFU-003,-14.158634,-169.674087,-14.15876,-169.67412,2023,2023,2-Aug-23,,Oceanography
52068,191,RA2301_LEG7,SAMOA,Ofu & Olosega,,,,,,OFU-1058,OFU-1058,OCC-OFU-013,-14.175591,-169.683453,-14.17543,-169.68344,2023,2023,2-Aug-23,,Oceanography
52069,191,RA2301_LEG7,SAMOA,Ofu & Olosega,,,,,,OFU-1058,OFU-1058,OCC-OFU-013,-14.175902,-169.683404,-14.17543,-169.68344,2023,2023,2-Aug-23,,Oceanography
51892,191,RA2301_LEG7,SAMOA,Rose,,,,,,ROS-5002,ROS-5002,OCC-ROS-004,-14.539381,-168.150435,-14.53989,-168.14794,2023,2023,23-Jul-23,,Oceanography
51893,191,RA2301_LEG7,SAMOA,Rose,,,,,,ROS-5002,ROS-5002,OCC-ROS-004,-14.539895,-168.147897,-14.53989,-168.14794,2023,2023,23-Jul-23,,Oceanography
51910,191,RA2301_LEG7,SAMOA,Rose,,,,,,ROS-5003,ROS-5003,OCC-ROS-012,-14.547147,-168.163181,-14.54836,-168.1645,2023,2023,24-Jul-23,,Oceanography
51913,191,RA2301_LEG7,SAMOA,Rose,,,,,,ROS-5003,ROS-5003,OCC-ROS-012,-14.54836171,-168.1644977,-14.54836,-168.1645,2023,2023,24-Jul-23,,Oceanography
51912,191,RA2301_LEG7,SAMOA,Rose,,,,,,ROS-5005,ROS-5005,OCC-ROS-017,-14.55132958,-168.1602799,-14.55134,-168.16016,2023,2023,24-Jul-23,,Oceanography
51025,187,RA2301_LEG2,PRIAs,Howland,,Forereef,Mid,,,HOW-642,HOW-642,OCC-HOW-006,0.807014,-176.622131,0.80646783,-176.6214301,2023,2023,15-Mar-23,,Oceanography
51026,187,RA2301_LEG2,PRIAs,Howland,,Forereef,Mid,,,HOW-642,HOW-642,OCC-HOW-007,0.807001,-176.622085,0.80646783,-176.6214301,2023,2023,15-Mar-23,,Oceanography
51022,187,RA2301_LEG2,PRIAs,Howland,,Forereef,Mid,,,HOW-642,HOW-642,OCC-HOW-006,0.806529,-176.621573,0.80646783,-176.6214301,2023,2023,15-Mar-23,,Oceanography
51023,187,RA2301_LEG2,PRIAs,Howland,,Forereef,Mid,,,HOW-642,HOW-642,OCC-HOW-007,0.806548,-176.621505,0.80646783,-176.6214301,2023,2023,15-Mar-23,,Oceanography
51906,191,RA2301_LEG7,SAMOA,Rose,,Forereef,Deep,,,ROS-752,ROS-752,OCC-ROS-009,-14.548681,-168.168799,-14.549021,-168.168653,2023,2023,24-Jul-23,,Oceanography
51907,191,RA2301_LEG7,SAMOA,Rose,,Forereef,Deep,,,ROS-752,ROS-752,OCC-ROS-009,-14.548514,-168.169157,-14.549021,-168.168653,2023,2023,24-Jul-23,,Oceanography
51985,191,RA2301_LEG7,SAMOA,Ofu & Olosega,,,,,,OFU-1055,OFU-1055,OCC-OFU-001,-14.156948,-169.67422,-14.15688,-169.67421,2023,2023,29-Jul-23,,Oceanography
51986,191,RA2301_LEG7,SAMOA,Ofu & Olosega,,,,,,OFU-1055,OFU-1055,OCC-OFU-001,-14.15661,-169.67475,-14.15688,-169.67421,2023,2023,29-Jul-23,,Oceanography
51888,191,RA2301_LEG7,SAMOA,Rose,,Forereef,Deep,,,ROS-380,ROS-380,OCC-ROS-001,-14.538399,-168.145691,-14.53868229,-168.1457517,2023,2023,23-Jul-23,,Oceanography
51887,191,RA2301_LEG7,SAMOA,Rose,,Forereef,Deep,,,ROS-380,ROS-380,OCC-ROS-001,-14.538699,-168.145709,-14.53868229,-168.1457517,2023,2023,23-Jul-23,,Oceanography
51088,187,RA2301_LEG2,PRIAs,Baker,,Forereef,Shallow,,,BAK-634,BAK-634,OCC-BAK-006,0.194114,-176.467245,0.194314,-176.466961,2023,2023,18-Mar-23,,Oceanography
51089,187,RA2301_LEG2,PRIAs,Baker,,Forereef,Shallow,,,BAK-634,BAK-634,OCC-BAK-006,0.194127,-176.467351,0.194314,-176.466961,2023,2023,18-Mar-23,,Oceanography
51091,187,RA2301_LEG2,PRIAs,Baker,,,,,,BAK-2000,BAK-2000,OCC-BAK-004,0.191539,-176.456551,0.19151,-176.45643,2023,2023,18-Mar-23,,Oceanography
51086,187,RA2301_LEG2,PRIAs,Baker,,,,,,BAK-2000,BAK-2000,OCC-BAK-004,0.191567,-176.456532,0.19151,-176.45643,2023,2023,18-Mar-23,,Oceanography
51087,187,RA2301_LEG2,PRIAs,Baker,,,,,,BAK-2001,BAK-2001,OCC-BAK-005,0.191604,-176.46017,0.19159,-176.46014,2023,2023,18-Mar-23,,Oceanography
51090,187,RA2301_LEG2,PRIAs,Baker,,,,,,BAK-2001,BAK-2001,OCC-BAK-005,0.19145,-176.460326,0.19159,-176.46014,2023,2023,18-Mar-23,,Oceanography
51807,190,RA2301_LEG6,SAMOA,Tutuila,,Forereef,Mid,,,TUT-72,TUT-72,OCC-TUT-002,-14.244596,-170.660078,-14.24479,-170.66006,2023,2023,8-Jul-23,,Oceanography
51810,190,RA2301_LEG6,SAMOA,Tutuila,,Forereef,Mid,,,TUT-72,TUT-72,OCC-TUT-001,-14.244585,-170.660163,-14.24479,-170.66006,2023,2023,8-Jul-23,,Oceanography
51811,190,RA2301_LEG6,SAMOA,Tutuila,,Forereef,Mid,,,TUT-72,TUT-72,OCC-TUT-002,-14.244767,-170.66008,-14.24479,-170.66006,2023,2023,8-Jul-23,,Oceanography
51812,190,RA2301_LEG6,SAMOA,Tutuila,,Forereef,Mid,,,TUT-72,TUT-72,OCC-TUT-002,-14.244745,-170.660085,-14.24479,-170.66006,2023,2023,8-Jul-23,,Oceanography
51806,190,RA2301_LEG6,SAMOA,Tutuila,,Forereef,Mid,,,TUT-72,TUT-72,OCC-TUT-001,-14.244064,-170.660728,-14.24479,-170.66006,2023,2023,8-Jul-23,,Oceanography
51723,190,RA2301_LEG6,SAMOA,Tutuila,,Forereef,Mid,,,TUT-74,TUT-74,OCC-TUT-022,-14.29461,-170.81197,-14.29461,-170.81192,2023,2023,4-Jul-23,,Oceanography
51724,190,RA2301_LEG6,SAMOA,Tutuila,,Forereef,Mid,,,TUT-74,TUT-74,OCC-TUT-022,-14.294622,-170.812001,-14.29461,-170.81192,2023,2023,4-Jul-23,,Oceanography
51725,190,RA2301_LEG6,SAMOA,Tutuila,,Forereef,Mid,,,TUT-74,TUT-74,OCC-TUT-022,-14.294401,-170.811838,-14.29461,-170.81192,2023,2023,4-Jul-23,,Oceanography
51726,190,RA2301_LEG6,SAMOA,Tutuila,,Forereef,Mid,,,TUT-74,TUT-74,OCC-TUT-021,-14.294424,-170.811971,-14.29461,-170.81192,2023,2023,4-Jul-23,,Oceanography
51728,190,RA2301_LEG6,SAMOA,Tutuila,,Forereef,Mid,,,TUT-74,TUT-74,OCC-TUT-024,-14.294674,-170.812063,-14.29461,-170.81192,2023,2023,4-Jul-23,,Oceanography
51727,190,RA2301_LEG6,SAMOA,Tutuila,,Forereef,Mid,,,TUT-74,TUT-74,OCC-TUT-024,-14.294931,-170.811957,-14.29461,-170.81192,2023,2023,4-Jul-23,,Oceanography
51729,190,RA2301_LEG6,SAMOA,Tutuila,,Forereef,Mid,,,TUT-74,TUT-74,OCC-TUT-021,-14.294398,-170.812149,-14.29461,-170.81192,2023,2023,4-Jul-23,,Oceanography
51860,191,RA2301_LEG7,SAMOA,Ofu & Olosega,,Forereef,Mid,,,OFU-54,OFU-54,OCC-OFU-010,-14.18025,-169.652244,-14.18059,-169.65211,2023,2023,22-Jul-23,,Oceanography
51871,191,RA2301_LEG7,SAMOA,Ofu & Olosega,,Forereef,Mid,,,OFU-54,OFU-54,OCC-OFU-009,-14.180607,-169.652024,-14.18059,-169.65211,2023,2023,22-Jul-23,,Oceanography
52066,191,RA2301_LEG7,SAMOA,Ofu & Olosega,,Forereef,Mid,,,OFU-54,OFU-54,OCC-OFU-008,-14.180857,-169.652042,-14.18059,-169.65211,2023,2023,2-Aug-23,,Oceanography
51872,191,RA2301_LEG7,SAMOA,Ofu & Olosega,,Forereef,Mid,,,OFU-54,OFU-54,OCC-OFU-009,-14.18042,-169.651956,-14.18059,-169.65211,2023,2023,22-Jul-23,,Oceanography
51870,191,RA2301_LEG7,SAMOA,Ofu & Olosega,,Forereef,Mid,,,OFU-54,OFU-54,OCC-OFU-009,-14.180579,-169.652067,-14.18059,-169.65211,2023,2023,22-Jul-23,,Oceanography
52067,191,RA2301_LEG7,SAMOA,Ofu & Olosega,,Forereef,Mid,,,OFU-54,OFU-54,OCC-OFU-008,-14.181204,-169.652177,-14.18059,-169.65211,2023,2023,2-Aug-23,,Oceanography
51669,190,RA2301_LEG6,SAMOA,Tutuila,,Forereef,Mid,,,TUT-73,TUT-73,OCC-TUT-008,-14.285366,-170.563866,-14.28521,-170.56401,2023,2023,30-Jun-23,,Oceanography
51667,190,RA2301_LEG6,SAMOA,Tutuila,,Forereef,Mid,,,TUT-73,TUT-73,OCC-TUT-006,-14.285419,-170.564677,-14.28521,-170.56401,2023,2023,30-Jun-23,,Oceanography
51664,190,RA2301_LEG6,SAMOA,Tutuila,,Forereef,Mid,,,TUT-73,TUT-73,OCC-TUT-006,-14.285146,-170.564214,-14.28521,-170.56401,2023,2023,30-Jun-23,,Oceanography
51670,190,RA2301_LEG6,SAMOA,Tutuila,,Forereef,Mid,,,TUT-73,TUT-73,OCC-TUT-008,-14.285513,-170.564102,-14.28521,-170.56401,2023,2023,30-Jun-23,,Oceanography
52080,191,RA2301_LEG7,SAMOA,Tutuila,,Forereef,Mid,,,TUT-75,TUT-75,OCC-TUT-017,-14.363487,-170.762923,-14.36351,-170.7632,2023,2023,3-Aug-23,,Oceanography
52081,191,RA2301_LEG7,SAMOA,Tutuila,,Forereef,Mid,,,TUT-75,TUT-75,OCC-TUT-017,-14.363516,-170.763141,-14.36351,-170.7632,2023,2023,3-Aug-23,,Oceanography
51693,190,RA2301_LEG6,SAMOA,Tutuila,,Forereef,Mid,,,TUT-75,TUT-75,OCC-TUT-018,-14.363156,-170.763102,-14.36351,-170.7632,2023,2023,1-Jul-23,,Oceanography
51946,191,RA2301_LEG7,SAMOA,Tutuila,,Forereef,Mid,,,TUT-75,TUT-75,OCC-TUT-017,-14.363677,-170.763174,-14.36351,-170.7632,2023,2023,27-Jul-23,,Oceanography
51947,191,RA2301_LEG7,SAMOA,Tutuila,,Forereef,Mid,,,TUT-75,TUT-75,OCC-TUT-017,-14.363527,-170.763115,-14.36351,-170.7632,2023,2023,27-Jul-23,,Oceanography
51687,190,RA2301_LEG6,SAMOA,Tutuila,,Forereef,Mid,,,TUT-75,TUT-75,OCC-TUT-017,-14.363653,-170.763303,-14.36351,-170.7632,2023,2023,1-Jul-23,,Oceanography
51686,190,RA2301_LEG6,SAMOA,Tutuila,,Forereef,Mid,,,TUT-75,TUT-75,OCC-TUT-017,-14.363558,-170.763188,-14.36351,-170.7632,2023,2023,1-Jul-23,,Oceanography
51689,190,RA2301_LEG6,SAMOA,Tutuila,,Forereef,Mid,,,TUT-75,TUT-75,OCC-TUT-018,-14.363001,-170.762828,-14.36351,-170.7632,2023,2023,1-Jul-23,,Oceanography
51691,190,RA2301_LEG6,SAMOA,Tutuila,,Forereef,Mid,,,TUT-75,TUT-75,OCC-TUT-017,-14.363534,-170.763112,-14.36351,-170.7632,2023,2023,1-Jul-23,,Oceanography
51692,190,RA2301_LEG6,SAMOA,Tutuila,,Forereef,Mid,,,TUT-75,TUT-75,OCC-TUT-018,-14.363168,-170.763077,-14.36351,-170.7632,2023,2023,1-Jul-23,,Oceanography
